id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,out,team,player,position,location,duration,related_events,match_id,possession_team_id,team_id,player_id,counterpress,block_offensive,block_deflection,block_save_block,under_pressure,off_camera
14eb28e2-cb8f-49ce-bc7c-eeac9f633938,1446,2,00:03:52.498,48,52,Block,94,Brazil,From Free Kick,,Brazil,Guilherme Antonio Arana Lopes,Left Back,"[77.0, 14.9]",0.0,['49d57807-4f9f-449f-afa5-8dbf99870a26'],3942415,781,781,6919,,,,,True,
5a9c1719-1eaf-475d-ad3d-09aac81f2e9c,1499,2,00:04:39.369,49,39,Block,97,Uruguay,Regular Play,,Brazil,Rodrygo Silva de Goes,Left Wing,"[49.8, 7.1]",0.0,['4261247f-13bf-4a5d-be43-942b6017fc7d'],3942415,783,781,25104,,,,,,
a2cdd5d2-2934-4769-9c22-c622594e8f92,1541,2,00:05:43.039,50,43,Block,98,Uruguay,From Corner,,Uruguay,Manuel Ugarte Ribeiro,Center Defensive Midfield,"[90.2, 44.1]",0.0,,3942415,783,783,36659,,,,,,
eddd3fc8-17d8-44fb-a3e0-a443a19c1d9f,1585,2,00:07:15.559,52,15,Block,100,Uruguay,From Goal Kick,True,Brazil,Marcos Aoás Corrêa,Left Center Back,"[4.9, 34.8]",0.0,['80ae49d8-f6b4-4f69-a684-94d389019623'],3942415,783,781,4372,,,,,,
968d102c-b54b-4b5e-949e-052d58f4c245,1591,2,00:07:56.903,52,56,Block,101,Uruguay,From Corner,,Brazil,Marcos Aoás Corrêa,Left Center Back,"[6.0, 38.5]",0.0,['5bf5ee39-5311-4bed-b40c-dd39f6c49038'],3942415,783,781,4372,,,,,,
2d882d6c-5c8b-4b43-b715-50eff43da088,1889,2,00:16:12.508,61,12,Block,123,Brazil,Regular Play,True,Uruguay,Facundo Pellistri Rebollo,Right Midfield,"[108.4, 75.6]",0.0,['8c6f874d-6b2e-459e-bce6-4fd5cd1403c1'],3942415,781,783,36288,,,,,,
ad68906d-bdc7-45a3-843e-4eb7d8018466,1961,2,00:18:22.295,63,22,Block,127,Brazil,From Goal Kick,,Brazil,Marcos Aoás Corrêa,Left Center Back,"[41.1, 39.6]",0.0,,3942415,781,781,4372,True,,,,,
4878829b-3589-4fc9-bc4f-4b618a899cb0,2145,2,00:22:37.482,67,37,Block,133,Brazil,From Free Kick,,Uruguay,Mathías Olivera Miramontes,Left Back,"[15.3, 36.8]",0.0,['b4d00d92-d278-4b0c-9f19-31c84055c870'],3942415,781,783,7104,,,,,,
ada6f02b-0d79-485c-bd7a-9745848601d6,2153,2,00:22:42.847,67,42,Block,133,Brazil,From Free Kick,,Brazil,Bruno Guimarães Rodriguez Moura,Right Defensive Midfield,"[76.7, 40.9]",0.0,['cbf6776c-dc59-430b-8244-a0c1ee3a3056'],3942415,781,781,25142,True,,,,,
50c60fc5-5928-46d8-a79a-4f4c197ac4fb,2238,2,00:30:27.755,75,27,Block,138,Brazil,From Free Kick,,Uruguay,Darwin Gabriel Núñez Ribeiro,Center Forward,"[22.2, 44.7]",0.0,['c9f0d2a9-caf2-4d9a-aee7-9be2ebcdc212'],3942415,781,783,32478,,,,,,
a25cd266-581f-4879-92f2-906eead2eaf4,2462,2,00:35:24.912,80,24,Block,141,Brazil,From Throw In,,Brazil,Rodrygo Silva de Goes,Left Wing,"[100.4, 50.2]",0.0,,3942415,781,781,25104,,,,,,
8785abf6-b1e4-49bf-90ee-a960ae27d250,2467,2,00:35:26.339,80,26,Block,141,Brazil,From Throw In,,Uruguay,Mathías Olivera Miramontes,Left Wing Back,"[19.3, 20.8]",0.0,['ed0d0b35-e759-47d8-98cf-1445a1860501'],3942415,781,783,7104,,,True,,,
7c98d695-c6cb-4d15-9bfb-8b7d3d7e4aaa,2490,2,00:38:07.559,83,7,Block,143,Brazil,Regular Play,,Uruguay,Manuel Ugarte Ribeiro,Center Back,"[15.1, 21.9]",0.0,['35b941c6-e196-4c54-b1f7-3cfb6a7205f7'],3942415,781,783,36659,,,,,,
9d8b8692-1b5c-449e-9bb4-1c69a95cc0f7,2560,2,00:42:00.515,87,0,Block,150,Uruguay,From Free Kick,True,Brazil,Éder Gabriel Militão,Right Center Back,"[22.0, 42.3]",0.0,['7d4abe95-fb31-44af-8841-c1a2e8891795'],3942415,783,781,13620,,,,,,
63736a6b-f5fd-4d14-aa55-e1e2a498ae83,2568,2,00:42:43.214,87,43,Block,151,Uruguay,From Corner,,Brazil,Andreas Hoelgebaum Pereira,Left Defensive Midfield,"[34.4, 40.6]",0.0,['1b6656dd-adb0-452f-94fe-5c8e210a8132'],3942415,783,781,6846,,,,,,
ad7a29d1-f58e-4d1b-88ce-ae20df8274a5,2640,2,00:45:58.924,90,58,Block,157,Brazil,From Throw In,,Uruguay,Maximiliano Javier Araújo Vilches,Left Center Midfield,"[48.4, 6.6]",0.0,['7ec01653-530f-4f3b-aaf3-c403480f15dc'],3942415,781,783,35492,,,,,,
c02a1d13-5f26-4367-b16f-a6272f6cbaf2,2742,2,00:48:13.061,93,13,Block,159,Brazil,Regular Play,True,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[14.5, 55.3]",0.0,['688a47ba-197d-4a02-ae86-12e44f127145'],3942415,781,783,5260,,,,,,
25e41a58-a57e-4a39-9cbf-6513982f7526,62,1,00:00:48.466,0,48,Block,2,Argentina,From Kick Off,,Peru,Édison Michael Flores Peralta,Right Attacking Midfield,"[32.2, 61.1]",0.0,['101ccf30-9e41-48f4-b5f7-346ce78e1bc3'],3939986,779,784,5525,,,,,,
feb30383-fb42-446d-9235-495a4f618813,248,1,00:05:04.580,5,4,Block,12,Peru,From Throw In,,Argentina,Gonzalo Ariel Montiel,Right Back,"[72.8, 77.0]",0.0,['f1403f62-8db6-422b-9c0f-5683f4078b37'],3939986,784,779,28263,,,,,,
21550460-3671-438b-99d0-5500c199a27f,256,1,00:05:07.945,5,7,Block,12,Peru,From Throw In,True,Peru,José Paolo Guerrero Gonzáles,Center Forward,"[47.3, 2.1]",0.0,['eada0a5d-b77f-4135-9359-814143b7f645'],3939986,784,784,5535,,,,,,
6cefb58d-edee-4af2-bb29-21a1dbdff45f,388,1,00:10:47.939,10,47,Block,21,Peru,From Throw In,,Argentina,Lautaro Javier Martínez,Center Forward,"[92.0, 75.7]",0.0,,3939986,784,779,11456,,,,,,
50bb5250-cf73-4d64-b7c0-d0f97aabc35b,407,1,00:10:59.501,10,59,Block,22,Argentina,Regular Play,True,Peru,Wilder José Cartagena Mendoza,Right Defensive Midfield,"[14.0, 50.2]",0.0,['071c4ff0-a19c-4a6d-b580-a5a53039faec'],3939986,779,784,6313,,,,,,
44880da7-516f-4ce8-be8f-255250384046,435,1,00:14:22.813,14,22,Block,26,Argentina,Regular Play,,Peru,Oliver Sonne,Right Wing Back,"[70.9, 70.4]",0.0,['6d62c5db-96d1-4b54-9fcd-49354418bade'],3939986,779,784,130731,True,,True,,,
d12039b5-b4a2-4f8b-a7fb-642934630acb,554,1,00:16:20.277,16,20,Block,27,Argentina,From Free Kick,True,Argentina,Giovani Lo Celso,Right Center Midfield,"[71.9, 77.7]",0.0,['8a7d8c99-9378-4026-a000-02122ad07ca2'],3939986,779,779,3313,True,,,,,
1752e3ac-19b3-40c0-b5d9-59fde13f1817,863,1,00:24:08.523,24,8,Block,39,Argentina,Regular Play,,Peru,Oliver Sonne,Right Wing Back,"[4.8, 56.6]",0.0,['6842a1dd-4971-45ec-8eb8-41453815b4fd'],3939986,779,784,130731,,,,,,
8ffa2471-3c95-4f58-9af3-ad92b7729ccd,996,1,00:28:59.620,28,59,Block,46,Peru,From Keeper,,Argentina,Exequiel Alejandro Palacios,Right Center Midfield,"[45.6, 68.3]",0.0,['9487b1a1-8bac-4d6f-8c5c-89b087092fa3'],3939986,784,779,28268,,,,,,
9c5c5190-764e-4388-927d-2d4d921dc6c9,1071,1,00:30:56.250,30,56,Block,50,Peru,From Throw In,,Peru,José Paolo Guerrero Gonzáles,Center Forward,"[92.9, 48.0]",0.0,,3939986,784,784,5535,,,,,,
481f46be-fbba-417c-a8b9-11308684ff91,1190,1,00:33:38.767,33,38,Block,53,Peru,From Throw In,,Peru,Wilder José Cartagena Mendoza,Center Defensive Midfield,"[47.7, 58.2]",0.0,['aa7bbcd3-ac44-4cf7-9c5b-79dce53f2582'],3939986,784,784,6313,True,,,,,
aac470f0-0521-42fa-ba04-f33f4fbc4082,1265,1,00:36:42.103,36,42,Block,58,Peru,From Goal Kick,True,Peru,Aldo Sebastián Corzo Chávez,Right Center Back,"[65.3, 76.1]",0.0,,3939986,784,784,35009,,,,,,
f6704584-45b3-49eb-940b-bf398dc4fc69,1363,1,00:39:32.152,39,32,Block,64,Peru,From Throw In,True,Peru,José Paolo Guerrero Gonzáles,Center Forward,"[103.9, 53.4]",0.0,['8d943c71-3883-4ae4-a3d9-32cc940b1028'],3939986,784,784,5535,,True,,,,
9411a538-76f8-4518-85f0-9759ac729c1d,1401,1,00:40:42.732,40,42,Block,67,Peru,From Keeper,,Argentina,Gonzalo Ariel Montiel,Right Back,"[3.8, 54.1]",0.0,['8cf5f993-75c4-4169-94eb-f9f49862f3fa'],3939986,784,779,28263,,,,,,
71cdd96c-ee99-46e7-8276-a600d6b0a1d3,1701,2,00:03:08.391,48,8,Block,80,Peru,From Kick Off,True,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,"[28.9, 65.6]",0.0,['fd5555ba-47c1-4705-a410-7968ed34e711'],3939986,784,779,16308,,,,,,
0e739885-b806-4b72-a5d6-4eeda9d4bd34,1743,2,00:04:30.962,49,30,Block,84,Argentina,From Free Kick,True,Peru,Sergio Fernando Peña Flores,Right Center Midfield,"[63.5, 72.9]",0.0,['a42f0ad8-88d6-49cd-a76e-9714302f659a'],3939986,779,784,10836,,,,,,
c11ceb58-dc5a-4b0c-916b-2457a363ff74,1841,2,00:08:50.023,53,50,Block,91,Argentina,From Free Kick,True,Peru,Marcos Johan López Lanfranco,Left Wing Back,"[4.5, 23.9]",0.0,['596d1a3d-b2a1-426b-8160-dccefd548208'],3939986,779,784,23749,,,,,,
fdacb307-76fa-4122-b797-7b1132b37f07,1846,2,00:09:09.475,54,9,Block,92,Argentina,From Corner,True,Peru,Marcos Johan López Lanfranco,Left Wing Back,"[2.7, 27.7]",0.0,['a6d26f7e-c54b-451c-8b24-7a8f2831f937'],3939986,779,784,23749,,,,,,
d3dff7f7-d125-4515-b3d8-5af4a2b00f4e,2028,2,00:14:17.723,59,17,Block,98,Argentina,From Throw In,,Peru,Oliver Sonne,Right Wing Back,"[50.5, 75.4]",0.0,['630bef67-6123-4422-b7aa-e9f84e10d2d6'],3939986,779,784,130731,,,,,,
44cb0e7b-4a70-45f1-99e0-479d9ab3228b,2067,2,00:16:01.905,61,1,Block,102,Argentina,From Free Kick,True,Peru,Alexander Martín Marquinho Callens Asín,Left Center Back,"[50.0, 7.9]",0.0,['bbc69bc5-f341-4d97-8923-f3024639baed'],3939986,779,784,15481,,,,,,
49312e66-9d5f-4457-80a6-f1e1e3889612,2202,2,00:19:08.630,64,8,Block,106,Argentina,From Free Kick,True,Argentina,Giovani Lo Celso,Left Center Midfield,"[91.7, 61.5]",0.0,['f6002e2b-c877-4f73-8068-2a08e9ba96c4'],3939986,779,779,3313,,,,,,
a9433345-98dd-4613-8892-d7504e76ce16,2261,2,00:21:49.842,66,49,Block,110,Peru,From Corner,True,Argentina,Nicolás Iván González,Left Wing,"[10.4, 37.9]",0.0,,3939986,784,779,20687,,,,,,
6541d15f-45cb-45bf-992e-cde0de6beb75,2331,2,00:26:12.451,71,12,Block,113,Argentina,Other,,Peru,Alexander Martín Marquinho Callens Asín,Left Center Back,"[11.1, 38.0]",0.0,['a797dc77-af1c-48ae-ab2c-06d740e716a2'],3939986,779,784,15481,,,,,,
9f97de72-390a-4000-beba-ddaddcc48963,2424,2,00:29:03.413,74,3,Block,117,Peru,From Goal Kick,,Argentina,Nicolás Iván González,Left Wing,"[50.3, 24.1]",0.0,,3939986,784,779,20687,,,,,,
5e49d4ba-f1d1-46b1-be4c-64ad261ffa98,2456,2,00:29:39.881,74,39,Block,117,Peru,From Goal Kick,,Argentina,Germán Alejandro Pezzella,Right Center Back,"[2.0, 69.8]",0.0,['50798883-ff94-4752-b223-a0eb36fa7d60'],3939986,784,779,7161,,,,,,
24efe769-fc13-4657-b461-dfd9cc9663ef,2617,2,00:33:32.761,78,32,Block,122,Argentina,Regular Play,True,Peru,Oliver Sonne,Right Back,"[52.9, 79.0]",0.0,['a9701287-7b4b-455c-87b2-fb34930cc09b'],3939986,779,784,130731,,,,,,
6202aced-7d29-498c-8516-5ba4f813f777,2796,2,00:36:07.067,81,7,Block,125,Peru,Regular Play,,Argentina,Germán Alejandro Pezzella,Right Center Back,"[0.5, 52.9]",0.0,['79fdc238-ca58-4142-8816-ffbc02f99382'],3939986,784,779,7161,,,,,,
2d729638-4c8e-4368-b98d-0fbc629fc2bb,2797,2,00:36:07.178,81,7,Block,125,Peru,Regular Play,True,Peru,Franco Zanelatto Téllez,Left Midfield,"[119.0, 24.1]",0.0,,3939986,784,784,45377,,,,,,
3a2d4b3c-a5f4-4b51-b1e9-f7d4d2864625,2824,2,00:37:48.680,82,48,Block,127,Argentina,From Free Kick,,Argentina,Lautaro Javier Martínez,Center Forward,"[83.2, 27.1]",0.0,['4285e0e2-91ea-4c03-98e8-1f12c933da39'],3939986,779,779,11456,,,,,,
12a141dc-23e4-4a7a-a079-981305cc013c,2899,2,00:39:27.876,84,27,Block,130,Argentina,Regular Play,,Peru,Alexander Martín Marquinho Callens Asín,Left Back,"[53.3, 10.3]",0.0,['9cd3a159-7da9-41f8-8dab-fbb1a4dcf3d4'],3939986,779,784,15481,,,,,,
47656a3d-1cf4-4b5b-a725-0aa25087fd3c,2978,2,00:43:25.931,88,25,Block,134,Peru,From Kick Off,True,Argentina,Nicolás Hernán Otamendi,Left Center Back,"[12.1, 7.8]",0.0,['5692c755-a4c9-49e2-bced-db78ad280ad3'],3939986,784,779,3090,,,,,,
cd979f95-cd44-4a6c-8d42-2ef866d01c49,3134,2,00:47:19.772,92,19,Block,142,Peru,From Free Kick,True,Argentina,Gonzalo Ariel Montiel,Right Back,"[16.0, 48.5]",0.0,['d1e7e43f-e84f-42d1-9340-7e4697eeaa7e'],3939986,784,779,28263,,,,,,
814d2602-39c2-4dd0-83a8-487ff5f01636,3176,2,00:48:55.153,93,55,Block,146,Peru,From Throw In,True,Peru,José Daniel Rivera Martínez,Right Midfield,"[95.7, 78.9]",0.0,['a47f13f0-caf0-45ff-877a-0104f2fec0f2'],3939986,784,784,37700,True,,,,,
9209bdd1-4df3-4ef8-845e-e9ac10e978b9,44,1,00:00:33.824,0,33,Block,4,Uruguay,Regular Play,,Panama,José Fajardo Nelson,Center Forward,"[50.6, 31.2]",0.0,['92ccf472-74a3-4d6a-a9ed-5fb75b4a4d48'],3939973,783,798,91089,,,,,,
f39e0c53-c10f-4b3a-bee9-db8ce8c95099,94,1,00:01:46.158,1,46,Block,5,Panama,From Goal Kick,,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Center Attacking Midfield,"[73.5, 24.8]",0.0,['43a2536d-7350-41ca-bacb-b4d61eca4647'],3939973,798,783,5258,,,,,,
aa86dde7-fba5-40a9-8d92-df2d203e05ce,120,1,00:02:08.159,2,8,Block,5,Panama,From Goal Kick,,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[83.0, 76.6]",0.0,['f85b1827-9a13-4b32-aed0-425bdfe3a1c1'],3939973,798,798,5641,True,,,,,
b180dd2b-5b5f-4166-98cf-d33b16617648,131,1,00:02:14.775,2,14,Block,5,Panama,From Goal Kick,,Uruguay,Mathías Olivera Miramontes,Left Center Back,"[3.1, 30.6]",0.0,['50ade145-17a6-4470-9a36-5bba1c9861de'],3939973,798,783,7104,,,,,,
dd0f8b2d-0c8c-4877-bf88-457fdd478ffc,132,1,00:02:15.234,2,15,Block,5,Panama,From Goal Kick,True,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[4.7, 34.2]",0.0,,3939973,798,783,34476,,,,,,
abecce45-84be-42b5-a307-68d5c8e12485,138,1,00:03:00.239,3,0,Block,6,Panama,From Corner,,Uruguay,Manuel Ugarte Ribeiro,Left Defensive Midfield,"[12.8, 34.2]",0.0,,3939973,798,783,36659,,,,,,
979ff57c-f0a2-4fc3-9230-d0ba98976094,216,1,00:04:59.609,4,59,Block,9,Uruguay,From Corner,,Uruguay,Ronald Federico Araújo da Silva,Right Center Back,"[109.6, 40.7]",0.0,['8566461c-d4b4-4d0a-b2e7-67ba34aec542'],3939973,783,783,32480,,True,,,,
e2e9f94b-95bd-4dcb-990a-3a3e989c0124,243,1,00:05:20.221,5,20,Block,9,Uruguay,From Corner,True,Panama,Roderick Alonso Miller Molina,Left Center Back,"[16.4, 42.0]",0.0,['fda59aa9-88ea-42c7-a980-afd8093376b2'],3939973,783,798,22256,,,,,,
eaf821d3-b454-4a72-93f9-a72ae45991ee,274,1,00:06:32.258,6,32,Block,10,Uruguay,From Corner,True,Panama,Christian Jesús Martinez,Right Defensive Midfield,"[33.0, 5.9]",0.0,['06d38aef-f1f7-40fe-a390-16b51c2e3100'],3939973,783,798,16637,,,,,,
d3cb9f19-d95e-4036-b25a-ed617d6ba6be,553,1,00:16:29.107,16,29,Block,29,Panama,From Kick Off,,Panama,José Luis Rodríguez Francis,Right Wing,"[100.3, 32.9]",0.0,,3939973,798,798,5628,,,,,,
cf60661c-94ea-4469-8a4d-5d4a2e91e540,559,1,00:16:32.870,16,32,Block,29,Panama,From Kick Off,,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[14.7, 57.5]",0.0,['14a76dac-ad77-438c-bd98-7fec5204a15d'],3939973,798,783,36288,,,,,,
65c95329-3ef1-45c8-a273-3fa3efa6d025,588,1,00:17:12.870,17,12,Block,30,Uruguay,Regular Play,True,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[12.2, 75.8]",0.0,,3939973,783,798,5641,,,,,,
a3da2bab-622f-43ba-a6db-81f881c9cd33,589,1,00:17:12.928,17,12,Block,30,Uruguay,Regular Play,,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[104.8, 5.3]",0.0,['9177d8e6-a5b4-4311-86eb-b1ee04c5a3bd'],3939973,783,783,34476,True,,,,,
fc24f4b2-cdac-49ec-a317-448c752d1cf3,651,1,00:18:36.547,18,36,Block,35,Uruguay,From Free Kick,True,Panama,José Ángel Córdoba Chambers,Center Back,"[11.8, 42.4]",0.0,['0cb66d92-565c-4ef4-997e-b455438c4e9e'],3939973,783,798,223971,,,,,,
29825d3d-0585-4020-91b1-ea3741aee9cc,730,1,00:21:12.302,21,12,Block,41,Uruguay,From Throw In,True,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[102.5, 22.5]",0.0,,3939973,783,783,34476,,,,,,
f10395d3-47ce-47d5-87e5-6186889844d6,985,1,00:28:05.559,28,5,Block,58,Uruguay,From Free Kick,,Panama,José Luis Rodríguez Francis,Right Wing,"[43.8, 75.1]",0.0,['11dfb17a-3fba-4aed-b298-b96c766f0284'],3939973,783,798,5628,,,,,,
de49db66-3ffb-44cd-8830-f751a0a2d93f,1234,1,00:34:10.511,34,10,Block,70,Panama,From Goal Kick,,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[90.5, 39.7]",0.0,['b10d069c-4359-4d1c-9173-28e8f7da430e'],3939973,798,783,35492,,,,,,
66349d93-2a5e-4f54-97c6-5dad3567eed6,1304,1,00:36:17.872,36,17,Block,75,Panama,Regular Play,,Panama,José Luis Rodríguez Francis,Right Wing,"[73.0, 51.8]",0.0,['8fb46fd7-0060-4ebe-9138-e219a777805c'],3939973,798,798,5628,,,,,,
9b7f3901-93ce-4903-9f59-2ef66e928322,1384,1,00:38:32.609,38,32,Block,78,Uruguay,From Throw In,True,Panama,Erick Javier Davis Grajales,Left Wing Back,"[8.1, 8.2]",0.0,['560538d8-a134-4ca3-803c-59dd1254b987'],3939973,783,798,5634,,,,,,
f877953a-6365-4b2b-bd44-7a55c60b2035,1410,1,00:40:12.543,40,12,Block,80,Uruguay,From Throw In,,Panama,Erick Javier Davis Grajales,Left Wing Back,"[6.0, 4.2]",0.0,,3939973,783,798,5634,,,,,,
fa065563-239a-475a-99be-eab715ecea67,1413,1,00:40:14.521,40,14,Block,80,Uruguay,From Throw In,True,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[115.2, 77.3]",0.0,,3939973,783,783,5247,,,,,,
aa3fdeed-e52e-4f9a-86fe-bf23eef6f809,1476,1,00:42:57.831,42,57,Block,85,Panama,From Goal Kick,True,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[102.6, 77.0]",0.0,,3939973,798,798,5641,,,,,,
7932d6e5-fdd7-4240-ba2b-dfae2b39f994,1477,1,00:42:58.167,42,58,Block,85,Panama,From Goal Kick,True,Uruguay,Manuel Ugarte Ribeiro,Left Defensive Midfield,"[18.5, 3.3]",0.0,,3939973,798,783,36659,,,,,,
70ec0a2a-c001-48ae-bb68-fdad1dc1756c,1485,1,00:43:20.512,43,20,Block,86,Panama,From Throw In,True,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[9.2, 9.1]",0.0,['1e8ef284-adb0-4b4e-84de-992674cb3364'],3939973,798,783,35492,,,,,,
dc0f7875-9797-4acc-af19-feb264bf6827,1582,1,00:46:05.105,46,5,Block,89,Panama,From Throw In,True,Uruguay,Darwin Gabriel Núñez Ribeiro,Center Forward,"[55.8, 3.8]",0.0,,3939973,798,783,32478,,,,,,
8fc3411e-0007-476b-be91-a5a0d70c7df3,1835,2,00:04:38.616,49,38,Block,101,Uruguay,Regular Play,True,Panama,José Fajardo Nelson,Center Forward,"[30.1, 53.6]",0.0,['7fe8bd70-adeb-40a1-ba0d-c3d6d6660f07'],3939973,783,798,91089,,,,,,
d25d727c-0f5b-45c1-a35c-53af22f565e9,1870,2,00:06:17.216,51,17,Block,104,Uruguay,Regular Play,,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[16.7, 49.9]",0.0,['ee754076-1ff2-4a73-953c-79bd8b516b02'],3939973,783,798,260212,,,,,,
ef8b8a2c-4782-45e4-8f2e-c46a10f81af3,1873,2,00:06:19.342,51,19,Block,104,Uruguay,Regular Play,True,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[106.7, 20.0]",0.0,,3939973,783,783,35492,,,,,,
5aa735b0-cf33-4c52-b65f-348758ef5f69,1998,2,00:10:59.365,55,59,Block,112,Panama,Regular Play,,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Center Attacking Midfield,"[63.6, 31.2]",0.0,['7cfc2fb5-5f7d-455d-9f1f-6c4144515dbc'],3939973,798,783,5258,True,,,,,
4b6280fb-c337-4c5b-968a-89df3f489af6,2068,2,00:12:50.875,57,50,Block,115,Panama,Regular Play,True,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[5.1, 68.7]",0.0,['d8155365-6938-4199-8dd1-46cda669c246'],3939973,798,783,36288,,,,,,
c0fd9985-d0bc-4c64-ad4d-346401bc9024,2111,2,00:15:44.718,60,44,Block,120,Panama,Regular Play,,Panama,Christian Jesús Martinez,Right Defensive Midfield,"[61.9, 45.7]",0.0,['f242b6be-1da2-4d83-8da3-9b3981fdb758'],3939973,798,798,16637,True,,,,,
bb27f89c-c6ae-452c-b888-aee235bf7d24,2273,2,00:19:42.150,64,42,Block,126,Panama,From Free Kick,,Panama,José Fajardo Nelson,Center Forward,"[83.3, 24.1]",0.0,,3939973,798,798,91089,,,,,,
f5465311-c596-4e34-891a-fce7c9e70af5,2330,2,00:21:25.183,66,25,Block,131,Panama,From Throw In,True,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[78.7, 76.0]",0.0,['bfd98bab-b0c1-4b1e-998d-188fa5bb25a7'],3939973,798,798,5641,,,,,,
f305b234-59c7-4057-9dad-7c26169d2543,2396,2,00:25:28.610,70,28,Block,135,Panama,Regular Play,,Uruguay,Sebastián Enzo Cáceres Ramos,Left Center Back,"[26.0, 47.5]",0.0,['81972679-10ed-4dfd-91ff-e400bbbdca5c'],3939973,798,783,35690,,,,,,
faf6cdb1-98c1-4f6f-bcb0-97d1a975e217,2516,2,00:28:51.843,73,51,Block,141,Uruguay,From Corner,True,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[16.6, 68.8]",0.0,['b805f3bc-4dc9-4e4c-95b9-ee88ee59f690'],3939973,783,798,260212,,,,,,
5c5fddda-561a-4547-92b2-02a26245a98a,2604,2,00:32:58.880,77,58,Block,147,Panama,From Throw In,,Uruguay,Federico Santiago Valverde Dipetta,Right Defensive Midfield,"[42.2, 35.1]",0.0,['e2c10b8a-4e37-49eb-a9e5-e894349d2d10'],3939973,798,783,6773,,,,,,
c5cb5e1b-9c9d-4d9b-ad98-269430ad2cce,2828,2,00:39:44.973,84,44,Block,153,Uruguay,From Throw In,,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[8.1, 46.6]",0.0,['b35d613a-c1d2-4145-bd8b-c74ce6a21be5'],3939973,783,798,5641,,,,,,
920cf8bf-c593-4273-bba7-e1f6c40d78b4,119,1,00:02:25.563,2,25,Block,7,Venezuela,From Goal Kick,,Venezuela,José Andrés Martínez Torres,Right Center Midfield,"[55.3, 44.8]",0.0,['98ccc449-0568-44e1-aa60-bc7b9e818a5b'],3942229,3563,3563,36917,,,,,,
023f9fb3-bdf4-4177-afa0-4a476caad1ea,289,1,00:07:05.817,7,5,Block,19,Venezuela,From Free Kick,True,Canada,Jacob Shaffelburg,Left Wing,"[65.8, 2.1]",0.0,['c2c0a06d-280a-42e4-8afc-1daebe1e51a9'],3942229,3563,1833,26152,,,,,,
3d56d056-df9c-4e97-9552-12b6fcb6ba8f,338,1,00:08:13.674,8,13,Block,21,Canada,Regular Play,,Venezuela,Eduard Alexander Bello Gil,Right Midfield,"[76.3, 53.5]",0.0,['d2808cc6-8cc6-4044-ae8c-a48525ed93b1'],3942229,1833,3563,35785,True,,,,,
140e8da3-c89a-4498-abd4-38fddb2057f3,443,1,00:11:11.649,11,11,Block,27,Canada,Regular Play,,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[5.4, 35.9]",0.0,['d00fdd12-c866-4c8b-b7cd-bca257db3ceb'],3942229,1833,3563,113450,,,,True,,
e163e527-c9b1-4ae8-8b63-6b0a9d82f652,447,1,00:11:13.743,11,13,Block,27,Canada,Regular Play,True,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[3.7, 32.5]",0.0,['030d03a7-e2a5-4936-9548-1db0569846f3'],3942229,1833,3563,113450,,,,True,,
ff14cada-f1a1-4230-a38b-3180168f2ab7,492,1,00:13:58.681,13,58,Block,32,Canada,Regular Play,True,Canada,Jonathan David,Center Attacking Midfield,"[102.9, 47.6]",0.0,['c64c8f11-e150-4a1e-bf34-da360286a1d8'],3942229,1833,1833,23640,,True,,,,
62f799ed-1321-4d45-9cba-be05e358df8d,924,1,00:24:58.310,24,58,Block,58,Venezuela,From Throw In,True,Canada,Alistair Johnston,Right Back,"[3.4, 56.7]",0.0,['075fd8f3-2acf-4fc9-bfff-30374f0097b4'],3942229,3563,1833,44703,,,,,,
67c5688e-fe07-4322-8ca1-a7b5086115c2,1006,1,00:28:14.038,28,14,Block,64,Venezuela,From Free Kick,,Canada,Cyle Larin,Center Forward,"[7.0, 36.2]",0.0,['496083a4-d2d1-4c4c-ac82-ae6e4ee91aad'],3942229,3563,1833,16459,,,,,,
