id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,possession_team_id,team_id,player_id,counterpress
06950cf8-d923-4597-b140-733b358560f6,1558,2,00:03:45.253,48,45,Dribbled Past,93,Colombia,Regular Play,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[78.1, 74.5]",0.0,"['376ca7fb-1169-406b-ab7e-71d2bcffcab8', '8c6862c4-2729-4ae8-9f65-207d44b2902b']",3942416,769,798,260212,True
5f3e40da-2ddd-4101-b024-228bdb7835b7,1847,2,00:11:26.377,56,26,Dribbled Past,106,Colombia,Regular Play,Panama,Jovani Francisco Welch Lopez,Left Defensive Midfield,"[86.0, 58.8]",0.0,"['682c7080-ba0c-48d0-a853-b2f5e41a35d8', '77d8e0d1-f3b8-4fe3-98af-cb7b3f26c778', 'd0d4439b-3471-494e-8c18-3704617bd47a']",3942416,769,798,363986,True
92b53b78-bc4d-4335-afda-0f4c7cafc688,1905,2,00:12:07.625,57,7,Dribbled Past,106,Colombia,Regular Play,Panama,Jovani Francisco Welch Lopez,Left Defensive Midfield,"[24.4, 26.9]",0.0,"['7466c560-1dd6-4006-bd01-d0d0a708b015', '8bc6e3e4-1a61-479c-9977-3814de2412d1', 'e47d81af-6cfc-4919-a6e2-3f5b8c133446']",3942416,769,798,363986,
7df728c2-ba0c-4645-afd9-f329954922c6,2427,2,00:34:11.967,79,11,Dribbled Past,135,Panama,From Free Kick,Colombia,Andrés Mateus Uribe Villa,Center Defensive Midfield,"[26.4, 23.7]",0.0,"['b1407c8e-d43c-4569-9a09-bf5e74d6fba8', 'da5982dd-85eb-4901-852a-aef698773824']",3942416,798,769,6193,
8a70cfab-35b8-406e-af72-74ef1f89a57c,2474,2,00:35:23.217,80,23,Dribbled Past,136,Colombia,From Goal Kick,Panama,Jovani Francisco Welch Lopez,Left Defensive Midfield,"[59.8, 56.8]",0.0,"['11feca32-69bc-4dc8-9886-c99515367142', '669682f2-6e0b-4bd8-bf78-14db9c355f26']",3942416,769,798,363986,
5113b0e4-0964-4aba-ad7d-3ad709ece342,2702,2,00:41:39.703,86,39,Dribbled Past,150,Panama,Regular Play,Colombia,Santiago Arias Naranjo,Right Back,"[35.5, 64.8]",0.0,"['b51de5d4-4a05-4138-a2d0-0bd140b2f781', 'bd957a51-9c75-4413-a1b5-7221793fa7df', 'de52f6f2-032b-4695-bdc9-fd039e0d1d59']",3942416,798,769,5696,True
c8d66bdc-f728-42d8-a2cd-2ab3c46f9823,2823,2,00:43:52.546,88,52,Dribbled Past,154,Colombia,From Free Kick,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[47.7, 56.7]",0.0,['6613aafd-2ca8-47df-aeff-127c8d30a1f3'],3942416,769,798,260212,
09eda331-c7ff-473d-bce2-a214caa52170,2828,2,00:43:53.701,88,53,Dribbled Past,155,Panama,Regular Play,Colombia,Luis Fernando Sinisterra Lucumí,Left Center Forward,"[77.4, 30.6]",0.0,"['43b620c2-ff74-4299-8401-374204f58ce5', 'a071ba1d-151d-495b-95ca-87cf3e616bfa', 'c5c65b38-fe0b-46f1-be08-51080540cb0c']",3942416,798,769,16184,True
afde2ac8-62dc-4530-ad12-88445227a8ed,529,1,00:15:30.423,15,30,Dribbled Past,31,Uruguay,Regular Play,Brazil,Raphael Dias Belloli,Right Wing,"[32.3, 76.0]",0.0,"['e7bfc42d-c00f-44b7-be2e-63e874a29d5c', 'ec90e05f-8417-4127-bdbc-8688c24c7ac4']",3942415,783,781,10595,
ee197f69-f16e-4d93-b891-ec1503c0130a,657,1,00:21:13.776,21,13,Dribbled Past,43,Brazil,Regular Play,Uruguay,Ronald Federico Araújo da Silva,Right Center Back,"[51.0, 54.8]",0.0,"['0e9c729f-12c5-4c2b-86d5-5675b4f95349', '383c4e7a-7320-49fe-8cf5-eab8f3f0e1cf', '4fef7c36-f4bf-45dc-8d29-6e25283b11a2']",3942415,781,783,32480,
53a71141-a8ec-4836-a870-b50609a5c0af,818,1,00:28:04.765,28,4,Dribbled Past,53,Uruguay,Regular Play,Brazil,João Victor Gomes da Silva,Left Defensive Midfield,"[82.0, 56.0]",0.0,"['01285c6e-fb9c-4adc-affa-a508fe7c3866', '218ea102-f5d0-47e1-ae78-96bc89924c0e']",3942415,783,781,48720,True
d1c165a9-78db-45b6-a5c3-ec2c7328999c,888,1,00:33:52.699,33,52,Dribbled Past,60,Uruguay,Regular Play,Brazil,Rodrygo Silva de Goes,Left Wing,"[49.4, 28.6]",0.0,"['58fe33a0-c6eb-46ef-b9e4-a88471a3ee17', 'bf9cebf4-7efa-469f-b305-1a71cfdfd8fe', 'c622a6c9-7dbc-4bce-b444-366315a82f7f']",3942415,783,781,25104,True
6fc27dab-74c4-4417-a5b5-04e998ad5d9a,914,1,00:34:42.403,34,42,Dribbled Past,62,Brazil,From Goal Kick,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[51.3, 26.7]",0.0,"['4843d608-e538-44f9-8c5e-8fb0a233058d', '7d9c72f2-68b0-47ff-befe-14d5803d62a2', 'a3891989-3180-4ebd-9287-4e0be2407e92']",3942415,781,783,34476,
9b476edb-7e97-4015-bf29-16ab97ea002d,982,1,00:40:05.366,40,5,Dribbled Past,69,Brazil,From Goal Kick,Brazil,Endrick Felipe Moreira de Sousa,Center Forward,"[82.3, 39.5]",0.0,"['6d528850-c1f9-42cb-ac30-9c14682f7340', 'ec675cc4-5bc8-414d-9633-e8032a60588e']",3942415,781,781,271988,True
8a21e423-d4ef-42c1-a67b-6391f0033b29,1038,1,00:41:33.359,41,33,Dribbled Past,73,Brazil,Regular Play,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[70.9, 78.1]",0.0,"['56cf246a-2d18-4c75-bf91-868d969c1b3f', 'd7a4ea2d-fc5d-4593-8d52-4693dca09ac8']",3942415,781,783,36288,
d2f6fdfd-9a9d-4ad8-9bd4-53f80e14abd9,1186,1,00:44:46.665,44,46,Dribbled Past,82,Uruguay,Regular Play,Brazil,Bruno Guimarães Rodriguez Moura,Right Defensive Midfield,"[98.0, 13.9]",0.0,"['3c168a7d-9b36-4b3b-bc4d-9425a4b40b88', 'd05c2921-c437-4324-bfd1-22e5dbfafe3f']",3942415,783,781,25142,True
356538f6-c46d-4abd-ac40-8582c7adfec9,1258,1,00:46:03.104,46,3,Dribbled Past,83,Brazil,From Throw In,Brazil,João Victor Gomes da Silva,Left Defensive Midfield,"[49.2, 9.7]",0.0,"['9e1a8c71-ff0d-4d9b-aa6d-c36fe5a224b4', 'd303612f-99dc-4f61-a617-dd6ac0e37f90']",3942415,781,781,48720,True
8e850ffe-eaec-4307-a807-0a764f95f37e,1435,2,00:03:49.448,48,49,Dribbled Past,94,Brazil,From Free Kick,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[58.0, 75.7]",0.0,"['7000e782-0b31-4b94-a0d9-fdf65801e7cf', 'e8f198d6-edf9-43bf-a674-c7ac79ed4ac7']",3942415,781,783,5247,
efb5a028-584e-4889-845e-77b82b1008f2,1569,2,00:06:33.113,51,33,Dribbled Past,99,Brazil,From Free Kick,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[15.7, 63.3]",0.0,"['724a14bc-8056-4b79-b26d-26496ae5df8c', '84c78089-2444-4397-9b53-64d200af1e3b']",3942415,781,783,5247,
ece8266a-09df-4745-afec-c3e263f96aa0,1818,2,00:14:21.970,59,21,Dribbled Past,119,Brazil,From Counter,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[52.8, 60.6]",0.0,"['50db1f52-a59f-4219-a94e-fc29ccffe8a4', '9e0cd230-798a-4522-8585-fb8ac3aa6c44']",3942415,781,783,5247,True
762c547f-c83d-4fc5-8455-dcdfd04b4893,1862,2,00:15:27.992,60,27,Dribbled Past,121,Brazil,From Free Kick,Uruguay,Facundo Pellistri Rebollo,Right Midfield,"[49.3, 71.2]",0.0,['23d53b96-0ec8-4ddd-b7f0-f2563d7df512'],3942415,781,783,36288,
c289830c-52d5-4e0b-8dc9-c099014ec479,1995,2,00:19:38.090,64,38,Dribbled Past,129,Uruguay,From Free Kick,Uruguay,Federico Santiago Valverde Dipetta,Right Center Midfield,"[75.5, 65.9]",0.0,"['d1a446cb-2c25-4b18-a8f4-61a85b50cff2', 'f138f51c-777b-4eea-9e46-54a17704a20e']",3942415,783,783,6773,True
17a1e459-934d-4060-959c-df41c3ee5d05,2213,2,00:25:29.411,70,29,Dribbled Past,137,Brazil,From Free Kick,Uruguay,José María Giménez de Vargas,Right Center Back,"[38.2, 58.1]",0.0,"['a3ec2265-88d4-49fa-bd05-ca13760003d8', 'b6047a84-a876-4cce-a4b0-e82f2fcc3796', 'b8dc1b7e-8d4e-4bf1-8937-1832ccf6b57e']",3942415,781,783,5259,
bd85f252-164f-43e6-ba29-3a8c2a7a82f6,2584,2,00:43:38.557,88,38,Dribbled Past,153,Brazil,From Free Kick,Uruguay,José María Giménez de Vargas,Right Center Back,"[2.2, 66.6]",0.0,"['7d17dbac-da01-4431-84f9-6a8dd5d3df43', 'f5e1d0ba-360a-415b-9087-424525352e1d']",3942415,781,783,5259,
3a89b078-7a65-4f79-8b08-f7a51b8f5980,236,1,00:04:40.534,4,40,Dribbled Past,11,Peru,Regular Play,Argentina,Ángel Fabián Di María Hernández,Right Wing,"[112.6, 71.2]",0.0,"['3f70965b-ce7a-4a75-b3d5-99337d9e0463', '668886fd-502a-43b1-b2ad-1145d24a8a3c', '8a093246-f99f-4808-b877-dd3f001645d8']",3939986,784,779,2995,True
44304111-294b-48e7-8668-5ced2f0c9a2f,889,1,00:24:35.428,24,35,Dribbled Past,40,Argentina,From Throw In,Peru,Aldo Sebastián Corzo Chávez,Right Center Back,"[30.0, 49.6]",0.0,"['7f01b311-166f-4816-9e70-88c8785ec9db', '8413a64e-ad2f-4f4c-9e13-48752c5ace18']",3939986,779,784,35009,
d0e9f109-e45d-4924-abaf-be39ac76333e,1031,1,00:29:31.579,29,31,Dribbled Past,48,Peru,Regular Play,Argentina,Giovani Lo Celso,Left Center Midfield,"[60.1, 35.0]",0.0,"['9ce6a53d-c492-47a6-91a4-fe504f2495ae', 'c41b0a3f-4a36-4f4b-8524-cba9f3430a45']",3939986,784,779,3313,True
c70a03ec-fb18-4dcf-9594-43db1879cc24,1142,1,00:32:39.916,32,39,Dribbled Past,52,Argentina,From Free Kick,Peru,Alexander Martín Marquinho Callens Asín,Left Center Back,"[71.0, 8.7]",0.0,"['017b46ee-7886-4472-a04d-237076752c72', '1d543112-7222-433f-b829-24e8056b20b8']",3939986,779,784,15481,
68c302ea-7156-42a2-a39c-bf1f295a5f4a,1396,1,00:40:41.237,40,41,Dribbled Past,67,Peru,From Keeper,Argentina,Germán Alejandro Pezzella,Right Center Back,"[3.3, 67.1]",0.0,"['b00a4efd-e604-4ab6-989b-37dc33b0c367', 'e90f92a3-ae1b-4d89-be3d-aefaedac2ab9']",3939986,784,779,7161,
1e070bb5-ce45-47dd-a246-a9691667f648,2276,2,00:22:51.427,67,51,Dribbled Past,111,Peru,From Corner,Argentina,Ángel Fabián Di María Hernández,Right Wing,"[50.5, 65.6]",0.0,"['8498dae1-b358-4b03-a04a-1d52ffaeeb03', '9e645e5d-778e-4821-9012-ab8035a6cd24', 'ecc70ad3-f404-44af-b5c6-b712a03a2f18']",3939986,784,779,2995,
872b284d-fb20-4fdb-9b3a-384b5aee1ce6,2494,2,00:30:02.400,75,2,Dribbled Past,118,Argentina,Regular Play,Peru,Sergio Fernando Peña Flores,Right Center Midfield,"[94.6, 10.8]",0.0,"['099c7070-062d-4d30-8d41-e5e7fbd361a2', '35ff3bb0-6abc-4e1d-90ef-0116018ba8d0']",3939986,779,784,10836,
1fb72086-cd26-4598-8b92-dc2028f1af42,2833,2,00:37:53.993,82,53,Dribbled Past,127,Argentina,From Free Kick,Peru,Aldo Sebastián Corzo Chávez,Right Center Back,"[15.8, 57.7]",0.0,"['c68f3b3b-5816-45de-a194-36f2c789a7b5', 'd45f0d97-2c9e-49aa-aa39-30c43c6179f0']",3939986,779,784,35009,
c831e0c3-c28f-404e-8e59-468b6bba1bb0,2876,2,00:39:15.619,84,15,Dribbled Past,130,Argentina,Regular Play,Peru,José Daniel Rivera Martínez,Right Midfield,"[107.2, 73.8]",0.0,"['3cb6acf1-b31e-4e4c-9fce-c46076d41370', '9ccf9c71-f63f-46cb-8097-2023b490426f', 'bdb90d1d-6cf9-4e3c-93ce-628437075d9d']",3939986,779,784,37700,True
d46c6a56-4157-40b1-adb5-ac58023a8d70,3083,2,00:46:07.562,91,7,Dribbled Past,139,Argentina,Regular Play,Peru,Franco Zanelatto Téllez,Left Midfield,"[102.6, 8.6]",0.0,"['5dfe4746-804f-4b4e-9a67-fb83d93546a1', '9819a588-02b0-457e-88e2-47ebf8f16867']",3939986,779,784,45377,
24f117e9-9a41-4ad1-948d-adc166e0c41c,161,1,00:03:23.178,3,23,Dribbled Past,6,Panama,From Corner,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[69.5, 5.3]",0.0,"['85dab018-953b-4038-8c12-57882bb0d162', 'db72de0d-d573-4b76-abea-b1b25d42d9e7', 'dc6e5db8-d3d7-4e2f-bc95-dc136138416b']",3939973,798,783,35492,
df94d035-9ef6-48d4-ad8a-8d94ecb745a0,236,1,00:05:17.101,5,17,Dribbled Past,9,Uruguay,From Corner,Panama,Erick Javier Davis Grajales,Left Wing Back,"[22.7, 54.2]",0.0,"['37dfa4f0-bebe-49c2-916c-204f274e5c60', 'a3008f86-60bb-4175-8f06-a816997152f5']",3939973,783,798,5634,
f11c2673-ede7-4591-b9a6-cd7e52e62f99,239,1,00:05:19.354,5,19,Dribbled Past,9,Uruguay,From Corner,Panama,José Ángel Córdoba Chambers,Center Back,"[22.3, 45.3]",0.0,"['a15c45c9-c6da-4ca2-adc1-a74c4af0da37', 'a3008f86-60bb-4175-8f06-a816997152f5', 'e6358f3b-1b5b-4636-8ba3-60d48962c182']",3939973,783,798,223971,
1ff1f42d-dd3a-43ac-b0c0-466b39ba3475,257,1,00:06:14.095,6,14,Dribbled Past,10,Uruguay,From Corner,Panama,José Fajardo Nelson,Center Forward,"[62.3, 53.6]",0.0,"['95708c87-deee-46ff-a3ad-efa913343195', '9fe66e05-c2a0-4ab1-8d88-1bcd402f9ff1']",3939973,783,798,91089,
825816a6-8611-43fd-9b15-081b0fae6aa7,429,1,00:10:58.628,10,58,Dribbled Past,22,Uruguay,From Keeper,Panama,Orlando Mosquera,Goalkeeper,"[9.8, 24.4]",0.0,"['5b5e5ea8-86a4-488d-ba0b-ebbc9488efa6', 'a834465b-5e6a-4995-844f-44eae83e8ae5']",3939973,783,798,104179,
8f4f84c3-1b17-4ed6-97e3-5c36aa25a5e3,594,1,00:17:19.887,17,19,Dribbled Past,31,Uruguay,From Throw In,Panama,Christian Jesús Martinez,Right Defensive Midfield,"[16.4, 62.4]",0.0,"['3d213ffc-b285-433c-9d7e-5dc4e1c825ce', 'deac1d6b-7feb-446d-b4d8-cf75f7fd2678']",3939973,783,798,16637,
920ed84e-28d7-4009-920e-9fff5635a9a5,764,1,00:22:30.853,22,30,Dribbled Past,46,Uruguay,Regular Play,Panama,José Luis Rodríguez Francis,Right Wing,"[32.8, 47.4]",0.0,"['40f3664e-5f4e-47d7-8754-4346856f49ce', 'cb99d133-e172-42a8-8ab7-df2dd7bdecf0']",3939973,783,798,5628,
233c2cb7-3006-4cd2-8cb6-c3d62ece6048,1039,1,00:29:06.177,29,6,Dribbled Past,61,Uruguay,From Throw In,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Center Attacking Midfield,"[90.8, 23.1]",0.0,"['6c5fd1ae-8be8-4d86-bb0c-b91a1c1a13fb', 'f9d4c9fe-6f34-4802-bcca-572d70a55fe1']",3939973,783,783,5258,True
f47c6cea-b649-4f82-8ccc-1a427d0f31b8,1225,1,00:33:28.815,33,28,Dribbled Past,69,Uruguay,Regular Play,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[1.9, 68.3]",0.0,['09df0cf7-2783-414e-a9dd-5c9e86a01015'],3939973,783,798,5641,
4d1e225a-0681-4fac-b4e8-cd4ea3195be3,1334,1,00:36:42.446,36,42,Dribbled Past,75,Panama,Regular Play,Uruguay,Manuel Ugarte Ribeiro,Left Defensive Midfield,"[32.7, 59.4]",0.0,"['747706c6-20b5-4820-a367-b1ce68b1bbc4', 'e75c262f-0f3e-4b37-9752-4294cf937f61']",3939973,798,783,36659,
d2489078-0c67-4bc0-83fe-6033a9fe92df,1451,1,00:42:41.357,42,41,Dribbled Past,85,Panama,From Goal Kick,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Center Attacking Midfield,"[61.6, 20.5]",0.0,"['d2ef7b54-ad24-4068-9c54-39c16bebf558', 'd7797edd-dd4f-42c8-b1eb-4ba383d6f5b8']",3939973,798,783,5258,
a7917d98-2bf1-4d13-aa40-89d28899b6bf,1599,1,00:46:25.992,46,25,Dribbled Past,90,Panama,From Throw In,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[17.5, 55.6]",0.0,"['276d904c-8474-41a7-875f-66e2367367cb', '56f5ca93-e37a-46fe-b732-3329e8816d2f', 'b7b063b2-df1c-47ae-989f-98bfbf354875']",3939973,798,783,5247,
1d73edfb-52df-4238-9f2d-7e3d2f25150c,1738,2,00:02:49.495,47,49,Dribbled Past,98,Panama,Regular Play,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[87.2, 25.7]",0.0,"['1cf7a9e0-5a27-4e70-9b6d-91df75ddd67e', '74c0186e-295e-4580-8575-87b4dd270b44']",3939973,798,783,34476,True
900cf118-99f2-4a29-9eb8-6cb3c8f3df24,1745,2,00:02:55.064,47,55,Dribbled Past,98,Panama,Regular Play,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[39.4, 10.3]",0.0,"['85bf2215-52de-44e6-a664-f1cb52a4b1d7', 'e6e4af13-9380-4d9c-8e5e-9ce220de49f7']",3939973,798,783,35492,
d4cc3e4b-9f67-48cb-ace0-159bb0e0aa6f,2150,2,00:17:09.292,62,9,Dribbled Past,123,Panama,From Throw In,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[42.2, 59.6]",0.0,"['2755bae6-fc0e-4e01-a77b-52cfbde44680', '3162373a-a018-47ba-ba93-207cbf55b1fb']",3939973,798,783,5247,
27b1a62f-31a8-486b-a8e8-e4b426ffc319,2259,2,00:18:46.576,63,46,Dribbled Past,125,Panama,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[109.5, 74.8]",0.0,"['748912be-e212-4cb4-ae4d-0bd8dc74f016', '7af79dd9-62eb-46f3-93d7-029de631a7e3']",3939973,798,783,5247,True
e1370eb3-a0c2-445f-bd2b-ed87b21b8496,2263,2,00:18:49.342,63,49,Dribbled Past,125,Panama,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[116.1, 74.1]",0.0,"['1bf8274c-119d-4020-b80d-383ce937b4b8', '971d6d1b-0cff-4a80-9de3-571fac3293cf']",3939973,798,783,5247,
42c44e71-4213-4c58-9456-55c1afdeef21,2326,2,00:21:23.978,66,23,Dribbled Past,131,Panama,From Throw In,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[41.4, 5.5]",0.0,"['1e4a7d09-d12f-4e80-89d2-b1bc01ae3fff', '410f00c5-b194-46d0-9cfa-409d2067494b']",3939973,798,783,35492,
38869c7c-f48d-4713-acae-b818787510c9,2702,2,00:36:27.448,81,27,Dribbled Past,152,Panama,Regular Play,Uruguay,Federico Santiago Valverde Dipetta,Right Defensive Midfield,"[69.6, 42.4]",0.0,"['3f9b5b29-47b4-4d30-a24f-55f44524e1b2', '6dd63a44-c904-487a-b3ed-3ccb73c40847']",3939973,798,783,6773,
fce0f565-fc21-4b18-b319-ed399f0069d3,3001,2,00:48:59.274,93,59,Dribbled Past,165,Panama,From Free Kick,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[12.9, 22.9]",0.0,"['0957f138-c2cb-4c28-95ee-479a75ca1045', 'd4ca512f-100a-4e08-b58b-6abfa9f691e6']",3939973,798,783,35492,
7f6bf4f9-ab9a-4d61-817c-279cce792ba3,13,1,00:00:05.318,0,5,Dribbled Past,2,Canada,From Kick Off,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[41.4, 63.2]",0.0,['cecbf479-031e-4674-b9c4-42a331b777a1'],3942229,1833,3563,113450,
92bc56ac-f111-492f-88a7-864dfd0a39b0,217,1,00:04:51.036,4,51,Dribbled Past,12,Canada,Regular Play,Venezuela,Nahuel Adolfo Ferraresi Hernández,Right Center Back,"[35.3, 74.3]",0.0,"['1686b92a-91b4-4a43-a4b6-774c803bfb9d', 'cc582942-30db-4c0a-a9e6-448db6f963fb', 'fe6ce7cd-6770-4162-99d5-884c17022c7f']",3942229,1833,3563,49587,
e06018c4-e3ab-4e94-8d73-f5ab92d246f7,342,1,00:08:17.137,8,17,Dribbled Past,22,Venezuela,Regular Play,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[52.5, 29.4]",0.0,"['2ef21574-9208-4fad-801c-9525ecc863e1', '5925db2d-9cb5-47a4-8a08-2749d7570a70']",3942229,3563,1833,11187,True
e345c948-5ab0-4c58-9d56-e9abbfb5222b,372,1,00:09:28.213,9,28,Dribbled Past,24,Canada,From Goal Kick,Venezuela,Cristian Sleiker Cásseres Yepes,Center Defensive Midfield,"[37.8, 74.8]",0.0,"['c2766c87-1502-4405-8194-25275fc4b007', 'cad5540c-2d0a-43a0-b80f-af0a975e2295', 'f35c2cda-bb81-4b26-aa5f-edaa2e80c20c']",3942229,1833,3563,13493,
4dd9884b-0520-4c4e-9ba0-a87e37afcd46,808,1,00:21:38.541,21,38,Dribbled Past,52,Canada,Regular Play,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[61.8, 78.7]",0.0,"['113b0f88-f699-4827-8204-8b5870978200', '11ca4e74-ca77-4e57-8d73-238529bb2766']",3942229,1833,3563,113450,True
6f27bcda-3cdd-428f-b80b-6023fb9a244d,863,1,00:22:27.020,22,27,Dribbled Past,55,Venezuela,Regular Play,Canada,Jonathan Osorio,Right Defensive Midfield,"[54.3, 24.5]",0.0,"['5176cf7a-3b54-42e9-885a-73ad9c696cf9', 'a851b630-ba1c-4efc-b4c7-aad3a6795d7d', 'eda53a0e-3e34-493d-9849-c9e7e73148f9']",3942229,3563,1833,12770,True
0c474570-f308-4b2d-98cf-10815cb81406,936,1,00:25:37.714,25,37,Dribbled Past,60,Canada,Regular Play,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[98.9, 58.3]",0.0,"['59d99a3d-3512-461b-9f78-f7603ac5837d', '67ba9ec5-9d41-4e62-9056-704d3de449b0']",3942229,1833,3563,113450,True
141ecb34-1395-4c93-b585-760466dabf57,1015,1,00:28:20.296,28,20,Dribbled Past,64,Venezuela,From Free Kick,Canada,Richie Laryea,Right Wing,"[9.2, 66.7]",0.0,"['7433bcb7-c947-468a-846a-63350964fea0', 'b32bc6ad-b10f-4811-92df-642b7eefffbf']",3942229,3563,1833,16120,
1aa5577b-4bb5-4b4f-8cee-d01798f19e87,1118,1,00:31:01.835,31,1,Dribbled Past,69,Venezuela,From Goal Kick,Canada,Alistair Johnston,Right Back,"[51.2, 69.8]",0.0,"['581eef33-5fa5-4524-8442-6a0e64751cf1', '5fd11157-3811-491b-b0a7-e206b0e2d6ac']",3942229,3563,1833,44703,
213badc8-7335-41ce-9bad-89aa70e56597,1955,2,00:09:32.457,54,32,Dribbled Past,117,Venezuela,Regular Play,Canada,Jacob Shaffelburg,Left Wing,"[75.6, 17.5]",0.0,"['0cb79153-da8e-44ed-8723-3b843e9d4a96', '31accf0a-5d42-4e69-9766-521b51cb1acc', 'a4a5af69-6591-400e-b696-d01c6893d5dc']",3942229,3563,1833,26152,True
4a2f8449-e7d8-4d23-9311-df1ca385041b,2142,2,00:14:58.549,59,58,Dribbled Past,132,Canada,From Throw In,Venezuela,José Andrés Martínez Torres,Right Defensive Midfield,"[52.5, 23.4]",0.0,"['52e38908-62b8-4b69-82ed-4b794c873ac4', '68c488e8-5f87-4664-a18f-259148bcefe8', 'f9cf35bc-c40d-4dba-b49a-303aed94fdd2']",3942229,1833,3563,36917,
1b690afd-47e6-4e56-8413-230628c1b299,2365,2,00:22:43.480,67,43,Dribbled Past,147,Venezuela,Regular Play,Canada,Liam Millar,Left Wing,"[37.8, 62.8]",0.0,"['a2de1444-b5d9-4552-8aa4-3996935b8b82', 'd28de27e-a993-46e2-a402-7eef6dd19697']",3942229,3563,1833,23363,
56e96312-b413-4043-a277-c4d4ceafbdc7,2505,2,00:25:47.423,70,47,Dribbled Past,154,Venezuela,Regular Play,Canada,Jonathan David,Center Attacking Midfield,"[54.8, 74.2]",0.0,"['b0cb7bd3-6e48-43f2-bdfe-8e63913ddfdb', 'ff66eca4-f97c-4c4f-9695-76ab91cf0edd']",3942229,3563,1833,23640,
ddc03709-d6ff-4575-b3d7-5b0269bae87b,327,1,00:07:09.034,7,9,Dribbled Past,13,Ecuador,Regular Play,Argentina,Nicolás Iván González,Left Midfield,"[112.1, 16.3]",0.0,"['2d9a2897-a5af-4f76-a1d8-84af35f78e3a', 'd3032526-7976-48ba-b0c3-dca960b7a001']",3942228,3565,779,20687,True
de7e11b7-2056-4cbf-9a86-ed9229233412,464,1,00:11:00.354,11,0,Dribbled Past,24,Argentina,Regular Play,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[111.2, 15.3]",0.0,['20123aeb-8cc4-4b91-891d-f7a05b35959f'],3942228,779,3565,38004,True
04fd5d50-b8b4-4f0d-acf0-e5b0d4ed929b,608,1,00:14:18.320,14,18,Dribbled Past,31,Ecuador,From Throw In,Argentina,Cristian Gabriel Romero,Right Center Back,"[9.3, 50.1]",0.0,"['08617595-6c76-48ed-a038-f08b94e500b5', '3691a3ff-aca0-4b84-b06b-5af6d5f8e9dd', '8551eb8e-5fce-4749-987e-af7e0f5e3425']",3942228,3565,779,20572,
fdac3250-9032-4e04-a439-10bc9b4190ae,1200,1,00:30:56.333,30,56,Dribbled Past,57,Ecuador,Regular Play,Argentina,Rodrigo Javier De Paul,Right Midfield,"[70.3, 77.4]",0.0,"['10c86f38-a821-46cd-a00c-4877be60e4d9', '3f648358-f20f-4710-9bd7-b625bd917080']",3942228,3565,779,7797,
4fbf13df-2b37-4cb2-970e-8c1dfa25f011,1282,1,00:32:27.175,32,27,Dribbled Past,60,Ecuador,From Goal Kick,Argentina,Rodrigo Javier De Paul,Right Midfield,"[77.5, 76.1]",0.0,"['a05147c7-707c-4cb6-9ccc-9935e78dabe8', 'ed0d95e4-3b29-46de-8912-6b33701f5138']",3942228,3565,779,7797,
d01e3048-2519-4fa8-85db-6a81a7ad01d5,1340,1,00:33:45.121,33,45,Dribbled Past,61,Argentina,Regular Play,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[26.9, 29.7]",0.0,"['23b39cae-f922-4b2b-a923-c39695472551', '998a71ab-a2bc-4223-8589-7ca598003bf0']",3942228,779,3565,37737,
f213d7e0-1a47-40e9-af86-e5511574fc28,1543,1,00:43:07.304,43,7,Dribbled Past,79,Argentina,From Throw In,Ecuador,Ray Kendry Páez Andrade,Right Wing,"[44.4, 52.9]",0.0,"['139a0fa2-f9b2-4072-99d9-8d0c75b9ec3c', '3a99f552-afda-4210-b11c-141338dc9693', '55d6dcd2-4511-4ed1-954c-779c308782b7']",3942228,779,3565,384888,
