id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,duel_outcome,duel_type,possession_team_id,team_id,player_id,counterpress,off_camera
a7e19ddb-1dea-42c6-acb2-762528fc66d7,2829,2,00:39:19.851,84,19,Duel,177,Venezuela,From Counter,Canada,Moise Bombito,Right Center Back,"[43.0, 58.3]",0.0,True,['5c0c0eb6-4f7c-452a-85c6-64642a185022'],3942229,,Aerial Lost,3563,1833,383250,,
2c5ed732-19eb-4e88-ab84-127625353072,2864,2,00:40:17.764,85,17,Duel,179,Canada,From Throw In,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[30.2, 64.6]",0.0,True,['fe6031fc-4f72-4d04-a0b9-e02931aeee13'],3942229,Success In Play,Tackle,1833,3563,113450,,
403fb3a2-bac2-41f5-b942-e8ef62f4cd34,2919,2,00:42:48.572,87,48,Duel,183,Venezuela,From Goal Kick,Canada,Ismael Koné,Right Defensive Midfield,"[32.6, 62.5]",0.0,True,['e90c7601-ff80-4b14-9fb3-2b2be2e75975'],3942229,,Aerial Lost,3563,1833,133229,,
83a8c86a-b5f1-4b56-b2ec-87a4e40a1eaf,2945,2,00:43:55.298,88,55,Duel,186,Canada,From Throw In,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[89.4, 63.9]",0.0,True,['62df9a49-b168-415a-bc65-66411a796a2b'],3942229,,Aerial Lost,1833,1833,224603,,
59bcc680-a94a-43f6-9a9f-ce6ce2cad7d1,2950,2,00:43:58.536,88,58,Duel,187,Venezuela,Regular Play,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[62.1, 67.8]",0.0,True,['066650a4-6dbc-477b-83d4-dc915b29b1a4'],3942229,,Aerial Lost,3563,1833,11187,True,
c6bba397-e14e-4f4d-91d7-de6ceef14c4c,2968,2,00:44:37.411,89,37,Duel,189,Venezuela,Regular Play,Canada,Derek Cornelius,Left Center Back,"[27.0, 4.8]",0.0,True,['21cdae80-5ad8-4efb-a84c-d1b817e886de'],3942229,Lost Out,Tackle,3563,1833,23760,,
feae4c71-37fc-4d6b-954e-4537819c4cb5,3008,2,00:46:34.944,91,34,Duel,191,Venezuela,From Throw In,Venezuela,José Salomón Rondón Giménez,Right Center Forward,"[92.5, 7.0]",0.0,True,['a9930bc3-bf70-4bb7-ba0a-13c524d67fec'],3942229,,Aerial Lost,3563,3563,4041,,
2ad269e8-c5ee-41d4-a1ea-adab907bcbf5,3031,2,00:46:58.146,91,58,Duel,191,Venezuela,From Throw In,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[32.8, 66.7]",0.0,True,['4fb5df28-8015-466f-b95e-6025b6c85de0'],3942229,Won,Tackle,3563,3563,113450,True,
904c9957-06a2-459f-8fdb-687e0c622c90,3048,2,00:47:28.619,92,28,Duel,192,Canada,Regular Play,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[102.2, 42.1]",0.0,True,['731d5641-543a-4fc0-9eab-a26cc8261198'],3942229,,Aerial Lost,1833,1833,224603,,
6d044364-4a29-47f5-af3d-6b369bcdc074,3065,2,00:47:42.576,92,42,Duel,192,Canada,Regular Play,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[38.8, 75.6]",0.0,True,['7ba62d0a-8407-4f9e-b43d-06bb104c0dcc'],3942229,Lost Out,Tackle,1833,3563,113450,,
78ba56b3-cb45-4042-890c-4850e9ad9f18,3078,2,00:48:05.329,93,5,Duel,193,Canada,From Throw In,Venezuela,Yangel Clemente Herrera Ravelo,Left Defensive Midfield,"[45.0, 46.2]",0.0,True,['53899d13-7b09-47a9-a967-828037f913c0'],3942229,Lost In Play,Tackle,1833,3563,16249,,
ae12f8c0-7cd4-482a-bbe4-d31a21a0c575,98,1,00:01:35.322,1,35,Duel,3,Argentina,From Free Kick,Ecuador,Ray Kendry Páez Andrade,Right Wing,"[20.4, 59.9]",0.0,True,['fcff9b0e-a87c-4055-86f0-14c082ae666f'],3942228,Success In Play,Tackle,779,3565,384888,,
8c919ccd-85ad-4570-8bcd-ff21493cd18b,152,1,00:02:59.204,2,59,Duel,6,Argentina,From Throw In,Ecuador,Moisés Isaac Caicedo Corozo,Center Attacking Midfield,"[39.4, 14.5]",0.0,True,['16004fe3-6f25-4623-93a0-ef3ab824b1af'],3942228,Success In Play,Tackle,779,3565,37726,,
1d9a3920-11ec-4c32-8f72-0deed1c21e3f,271,1,00:05:52.511,5,52,Duel,10,Argentina,Regular Play,Argentina,Cristian Gabriel Romero,Right Center Back,"[15.4, 48.2]",0.0,True,['edf7cfec-746b-4476-9daa-b0c639d09f68'],3942228,Success In Play,Tackle,779,779,20572,True,
6ad8c984-08a0-4cf1-a066-1d3479c4876b,317,1,00:07:04.366,7,4,Duel,13,Ecuador,Regular Play,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[19.7, 59.9]",0.0,True,['d570af7b-f628-4d86-8688-7b75d6b10d0d'],3942228,Won,Tackle,3565,3565,37737,True,
a6e5bea3-f866-481c-89fd-7d829e0e525c,389,1,00:08:22.235,8,22,Duel,16,Ecuador,From Free Kick,Argentina,Lisandro Martínez,Left Center Back,"[58.0, 59.3]",0.0,True,['3d6c16ab-8d62-475b-b774-56c18a8605f2'],3942228,Lost In Play,Tackle,3565,779,27768,,
c7fde921-b84e-4541-809c-cf10a09f0938,434,1,00:10:15.509,10,15,Duel,22,Ecuador,Regular Play,Argentina,Cristian Gabriel Romero,Right Center Back,"[49.6, 65.0]",0.0,True,['aa607ec1-4062-4bd7-b7b6-06b55d013d91'],3942228,Lost In Play,Tackle,3565,779,20572,,
7138ddfa-0d6e-47af-8f8a-177ea98a3692,450,1,00:10:50.647,10,50,Duel,23,Ecuador,From Corner,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[112.0, 44.6]",0.0,True,['7328d185-b5a5-4bc0-8351-5bb9f484ab64'],3942228,,Aerial Lost,3565,3565,30111,,
5fe332c0-bda1-4d6f-bcab-2be520d10dfd,461,1,00:10:58.734,10,58,Duel,24,Argentina,Regular Play,Argentina,Alexis Mac Allister,Right Defensive Midfield,"[8.1, 58.3]",0.0,True,['5ba6c08f-2af1-4e80-a660-ab2cc4b63175'],3942228,Won,Tackle,779,779,27886,True,
94d02c6e-7032-4b73-b630-381b558d1e3e,539,1,00:12:56.157,12,56,Duel,29,Argentina,Regular Play,Argentina,Cristian Gabriel Romero,Right Center Back,"[32.8, 57.2]",0.0,True,['1ac4fbc8-14cf-4863-b4cf-50b778046809'],3942228,Success In Play,Tackle,779,779,20572,True,
28413498-5b69-4ffa-8391-c6042c3e3c54,594,1,00:14:08.223,14,8,Duel,31,Ecuador,From Throw In,Ecuador,Jeremy Leonel Sarmiento Morante,Left Wing,"[80.8, 4.3]",0.0,True,['aab40648-133b-4052-b76b-6cd8c0c0b2ff'],3942228,,Aerial Lost,3565,3565,40211,,
f3147404-a6b0-483c-8aca-c32b4de7058f,718,1,00:18:26.049,18,26,Duel,38,Argentina,Regular Play,Argentina,Lautaro Javier Martínez,Left Center Forward,"[19.5, 52.1]",0.0,True,['f268790e-fce6-4670-9f95-ec16b283f20b'],3942228,Success In Play,Tackle,779,779,11456,True,
26522e5f-b2ac-43d2-a9ca-b00951f96463,827,1,00:20:36.192,20,36,Duel,40,Argentina,From Throw In,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[35.2, 76.2]",0.0,True,['85d7ee16-afe2-46a4-8783-3ce35b045b80'],3942228,Lost Out,Tackle,779,3565,37737,,
026cffe1-f0ab-4044-9f58-51b24e33d713,851,1,00:21:13.972,21,13,Duel,41,Argentina,From Throw In,Argentina,Enzo Fernandez,Left Defensive Midfield,"[115.5, 25.8]",0.0,True,['8c37fcc4-4619-45b3-b684-19db95077d9d'],3942228,,Aerial Lost,779,779,38718,,
a87b5743-a1a4-4f92-b9b7-4d743b58010d,875,1,00:22:40.345,22,40,Duel,42,Ecuador,From Free Kick,Argentina,Nahuel Molina Lucero,Right Back,"[52.1, 77.1]",0.0,True,['caa7d05a-31cf-40cd-9934-57e664b023b1'],3942228,,Aerial Lost,3565,779,29201,,
1f1a723a-86c7-4bd2-a327-37be7fc8b15d,882,1,00:22:46.204,22,46,Duel,42,Ecuador,From Free Kick,Ecuador,Jeremy Leonel Sarmiento Morante,Left Wing,"[81.1, 1.2]",0.0,True,['6c8dfc0d-d5c8-4f87-896c-24c7ce495951'],3942228,Success In Play,Tackle,3565,3565,40211,True,
37d812cb-efde-4d79-9f4a-3c4bae1f5f3b,1022,1,00:25:55.096,25,55,Duel,47,Argentina,From Throw In,Ecuador,Willian Joel Pacho Tenorio,Left Center Back,"[28.8, 18.3]",0.0,True,['7c777ac0-80a2-4637-9fda-77384eeb268b'],3942228,Lost In Play,Tackle,779,3565,41593,,
71e65423-c3f5-41ef-8558-528f1bd41d78,1031,1,00:26:01.290,26,1,Duel,47,Argentina,From Throw In,Ecuador,Moisés Isaac Caicedo Corozo,Center Attacking Midfield,"[26.0, 17.1]",0.0,True,['bc3f1e5c-5c34-489c-ae41-dce036c2fab4'],3942228,Lost In Play,Tackle,779,3565,37726,,
dcfa2009-1915-44f4-93b8-94f1104e61fa,1179,1,00:30:45.671,30,45,Duel,56,Argentina,Regular Play,Argentina,Alexis Mac Allister,Right Defensive Midfield,"[68.9, 77.5]",0.0,True,['b5cfde3c-0856-46b4-a87c-019a0e474cd2'],3942228,Won,Tackle,779,779,27886,True,
633ddad9-ae88-495e-b40d-5c49a134f38b,1226,1,00:31:14.654,31,14,Duel,58,Argentina,Regular Play,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[18.1, 2.7]",0.0,True,['e8326ae8-4430-43f8-8c2e-34baa360f04b'],3942228,Lost Out,Tackle,779,3565,38004,,
9b2be849-c4ab-418d-ac83-0145b13a1da0,1357,1,00:36:34.552,36,34,Duel,63,Ecuador,From Kick Off,Ecuador,Moisés Isaac Caicedo Corozo,Center Attacking Midfield,"[96.1, 40.1]",0.0,True,['e6ae8aa5-ff48-4209-850c-f4e044b7890b'],3942228,,Aerial Lost,3565,3565,37726,,
52052b40-dc34-4030-998c-0bea6c09ff87,1401,1,00:38:52.650,38,52,Duel,68,Argentina,Regular Play,Ecuador,Carlos Armando Gruezo Arboleda,Right Defensive Midfield,"[75.3, 69.4]",0.0,True,['7fae09e6-7fbe-4727-9e02-17562ce0b1fc'],3942228,,Aerial Lost,779,3565,12583,,
4784d6ba-ed6b-4c91-a5c5-be7c2ddad334,1420,1,00:39:45.987,39,45,Duel,71,Ecuador,Regular Play,Argentina,Lautaro Javier Martínez,Left Center Forward,"[93.8, 16.5]",0.0,True,['8edeb009-acb0-4331-9889-b59526c57cbf'],3942228,Lost Out,Tackle,3565,779,11456,True,
30b4dbbf-1e24-4033-9e82-f794b9623bcf,1425,1,00:40:10.243,40,10,Duel,73,Argentina,Regular Play,Argentina,Alexis Mac Allister,Right Defensive Midfield,"[68.9, 8.4]",0.0,True,['a8e45613-3aa4-466a-b7ea-e1e79badd110'],3942228,Won,Tackle,779,779,27886,True,
ff7f13b1-117d-4a7a-8057-aaa1b5ad9354,1428,1,00:40:11.007,40,11,Duel,73,Argentina,Regular Play,Ecuador,Moisés Isaac Caicedo Corozo,Center Attacking Midfield,"[52.8, 73.9]",0.0,True,['87fc8526-c298-40ea-9fc4-ece6a601d4ca'],3942228,Lost In Play,Tackle,779,3565,37726,True,
8a2662d8-05a2-4df6-8b53-3c308c6a1c82,1435,1,00:40:14.074,40,14,Duel,73,Argentina,Regular Play,Ecuador,Moisés Isaac Caicedo Corozo,Center Attacking Midfield,"[50.6, 76.7]",0.0,True,['44a16031-f725-44ca-856d-2e35a4c2c4f3'],3942228,Success Out,Tackle,779,3565,37726,True,
f0b16ba1-343c-440d-9a85-3a23100d4c7e,1455,1,00:40:48.353,40,48,Duel,75,Argentina,Regular Play,Argentina,Nicolás Iván González,Left Midfield,"[82.5, 41.2]",0.0,True,['1c8e71f5-bf61-4841-8f8d-6cb8282faca9'],3942228,Won,Tackle,779,779,20687,,
0b5b444c-739c-4b7b-8f0c-1d9af552420e,1511,1,00:42:23.979,42,23,Duel,78,Argentina,Regular Play,Argentina,Nahuel Molina Lucero,Right Back,"[53.7, 77.5]",0.0,True,['24897d13-76db-47a3-af92-336225fe4bac'],3942228,Success In Play,Tackle,779,779,29201,True,
6321ec8e-fdbd-46d5-bf07-a3ba98079969,1574,1,00:44:50.614,44,50,Duel,81,Argentina,Other,Argentina,Lisandro Martínez,Left Center Back,"[46.9, 23.1]",0.0,True,['d4b4b2d2-bda1-4bf8-ad00-2076d8a6d0a2'],3942228,Won,Tackle,779,779,27768,True,
ca53c468-40ec-4de6-a162-ab7dd69e25eb,1585,1,00:44:56.689,44,56,Duel,82,Ecuador,Regular Play,Ecuador,Ray Kendry Páez Andrade,Right Wing,"[64.3, 65.0]",0.0,True,['569df7ed-9407-4ea9-a834-4be80a6e31c8'],3942228,Success In Play,Tackle,3565,3565,384888,True,
1612ff16-2ab7-4da6-a4af-a5c7858f412f,1614,1,00:47:13.992,47,13,Duel,86,Ecuador,Regular Play,Argentina,Nahuel Molina Lucero,Right Back,"[3.1, 66.1]",0.0,True,['cf81f3e0-3d1f-4a0e-9cca-5541c20aeaa7'],3942228,Success In Play,Tackle,3565,779,29201,,
8e0a2689-e920-4bf8-97db-ed07cb75cb6f,1646,2,00:00:10.794,45,10,Duel,89,Ecuador,From Kick Off,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[10.5, 20.6]",0.0,True,['52026040-8a82-4464-b2e8-d6d53264be51'],3942228,,Aerial Lost,3565,779,5507,,
ee67cdc2-7035-4bc8-9515-75576f949190,1662,2,00:00:44.636,45,44,Duel,91,Ecuador,Regular Play,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[64.7, 23.6]",1.693498,True,['c303a3a5-1331-46be-84b2-88d3f968721e'],3942228,Lost In Play,Tackle,3565,779,5507,True,
4c8be7d6-0fa7-43d2-b3da-1704dbb2eac5,1886,2,00:05:05.206,50,5,Duel,100,Ecuador,Regular Play,Argentina,Alexis Mac Allister,Right Defensive Midfield,"[43.1, 32.1]",0.0,True,['7d029646-e946-4781-a1db-3c2c312152cf'],3942228,Lost In Play,Tackle,3565,779,27886,,
0f929600-ab26-4e79-a2f0-0e66d4cca728,1961,2,00:11:10.619,56,10,Duel,106,Ecuador,From Corner,Argentina,Enzo Fernandez,Left Defensive Midfield,"[4.1, 50.2]",0.0,True,['3933c4cc-56c2-4507-bc47-87472f623624'],3942228,,Aerial Lost,3565,779,38718,,
c86a118a-d16f-48d9-add8-27ff93682146,1979,2,00:13:14.717,58,14,Duel,110,Ecuador,Other,Argentina,Alexis Mac Allister,Right Defensive Midfield,"[58.0, 36.0]",0.0,True,['3e432c71-550c-462d-add0-9bb10db46bca'],3942228,Success In Play,Tackle,3565,779,27886,,
ca5c80ba-4024-4cce-992a-be5b9f4c438f,1991,2,00:13:20.965,58,20,Duel,111,Argentina,Regular Play,Argentina,Nahuel Molina Lucero,Right Back,"[39.9, 71.6]",0.0,True,['26af5025-158b-4373-9867-a0cdc19bf269'],3942228,Won,Tackle,779,779,29201,True,
737cc051-8d15-47fb-bf8d-7b35de11ebc1,2017,2,00:13:40.809,58,40,Duel,112,Ecuador,Regular Play,Ecuador,Jeremy Leonel Sarmiento Morante,Left Wing,"[117.5, 27.2]",0.0,True,['07612a62-b1f2-4545-9c6a-72cde2492b4e'],3942228,,Aerial Lost,3565,3565,40211,,
e0923992-b878-4ca1-a45f-b7f53f8f0ab3,2029,2,00:18:19.763,63,19,Duel,115,Argentina,From Free Kick,Argentina,Lautaro Javier Martínez,Left Center Forward,"[88.2, 44.4]",0.0,True,['5af79fe7-717a-4681-a5df-9fddf4cb6438'],3942228,,Aerial Lost,779,779,11456,,
6b894eed-b67c-4cd1-be03-04db0014a6c8,2032,2,00:18:21.250,63,21,Duel,115,Argentina,From Free Kick,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[76.2, 35.7]",0.0,True,['8ea4f0bc-3515-4189-8d59-a3573abf79c9'],3942228,,Aerial Lost,779,779,5507,True,
2fc0008e-7b7f-406d-b75a-99a2e6146167,2042,2,00:18:50.267,63,50,Duel,115,Argentina,From Free Kick,Argentina,Nicolás Iván González,Left Midfield,"[106.5, 27.6]",0.0,True,['5c10676d-6bdd-4db0-99b5-60a1bc641e61'],3942228,,Aerial Lost,779,779,20687,,
8bcf93b6-1263-403e-a807-31b36e99ecc0,2065,2,00:20:31.944,65,31,Duel,118,Argentina,Regular Play,Argentina,Nicolás Iván González,Left Midfield,"[93.9, 2.0]",0.0,True,['a6dd75a5-b55d-4c63-9002-4a5e4ff417b7'],3942228,Won,Tackle,779,779,20687,True,
23fcdfde-b420-4500-b500-6f54e1c30423,2069,2,00:20:35.212,65,35,Duel,118,Argentina,Regular Play,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[21.1, 78.4]",0.0,True,['8c5619fe-0a65-47da-ac0a-6f83d167192f'],3942228,Lost Out,Tackle,779,3565,37737,True,
481f493f-2c54-491b-bdae-1a40acea4f71,2098,2,00:21:39.304,66,39,Duel,120,Argentina,From Throw In,Argentina,Rodrigo Javier De Paul,Right Midfield,"[75.1, 64.3]",0.0,True,['e94585f5-cb54-4c06-8799-f55e24fbfbe1'],3942228,,Aerial Lost,779,779,7797,True,
30e3813d-8b92-4ff6-ae5f-b462c9906183,2110,2,00:21:51.492,66,51,Duel,120,Argentina,From Throw In,Ecuador,Ray Kendry Páez Andrade,Right Wing,"[31.9, 41.9]",0.0,True,['104e8759-1dce-4c98-b7ae-e26d39192adc'],3942228,Success In Play,Tackle,779,3565,384888,,
263fb244-b30e-42ec-81f1-d9f34f270f2d,2166,2,00:23:10.268,68,10,Duel,124,Ecuador,From Free Kick,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[97.3, 67.7]",0.0,True,['d9347652-04c4-483e-b0b4-ce0635189742'],3942228,,Aerial Lost,3565,3565,37737,,
d2eb4439-6c80-4637-a4bb-a19864231d5c,2197,2,00:23:36.092,68,36,Duel,126,Argentina,Regular Play,Argentina,Nahuel Molina Lucero,Right Back,"[32.6, 71.4]",0.0,True,['c1dddfb6-db5a-4e35-a541-c8336362a933'],3942228,Won,Tackle,779,779,29201,True,
0b1edebf-fa0e-4928-853d-1c906802dd1e,2216,2,00:24:49.762,69,49,Duel,130,Ecuador,Regular Play,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[46.5, 30.9]",0.0,True,['d1aeaeb9-11fb-442a-8570-cdf92ca37889'],3942228,Success In Play,Tackle,3565,779,5507,,
ea3f6f70-abf0-406a-8a54-03fa3a14e24d,2239,2,00:25:10.000,70,10,Duel,131,Argentina,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[112.4, 27.6]",0.0,True,['fed148d5-ed13-4219-a5b6-3da86fb047bc'],3942228,,Aerial Lost,779,779,38718,,
891f2d37-8c7a-457b-a264-703c60b97cff,2252,2,00:25:37.829,70,37,Duel,132,Argentina,From Throw In,Argentina,Alexis Mac Allister,Right Defensive Midfield,"[74.5, 18.3]",0.0,True,['ffd06aea-c2cf-4ebf-ad6f-be90b87db325'],3942228,Won,Tackle,779,779,27886,True,
9774163b-fd09-41ab-a24c-c42ca00a6276,2301,2,00:27:22.893,72,22,Duel,134,Ecuador,Regular Play,Argentina,Rodrigo Javier De Paul,Right Midfield,"[2.8, 52.0]",0.0,True,['e69b25aa-fc38-4d8d-b381-a12cbff56989'],3942228,,Aerial Lost,3565,779,7797,,
2abd036c-8897-43fa-a8e7-752a968e72c4,2307,2,00:27:24.600,72,24,Duel,134,Ecuador,Regular Play,Argentina,Cristian Gabriel Romero,Right Center Back,"[7.3, 41.2]",0.0,True,['0ff12950-20db-4e37-af8d-3a14c4f09158'],3942228,Success In Play,Tackle,3565,779,20572,,
dcb18e44-a6ee-4aad-b858-cea721000de1,2412,2,00:29:18.584,74,18,Duel,135,Ecuador,From Free Kick,Ecuador,Jeremy Leonel Sarmiento Morante,Left Wing,"[62.2, 11.0]",0.0,True,['9a1c8642-91e1-459f-8f94-822087ab48d5'],3942228,Won,Tackle,3565,3565,40211,True,
8633c774-1dcb-41f7-8746-150f1443f80e,2490,2,00:33:36.800,78,36,Duel,139,Argentina,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[98.5, 52.6]",0.0,True,['5d9e5efb-dc27-40a5-a3fb-3c16ba9f7aa6'],3942228,,Aerial Lost,779,779,29560,,
fb5f0f49-c080-4ebb-a78a-c8c829d41a90,2507,2,00:34:36.497,79,36,Duel,140,Argentina,From Free Kick,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[15.3, 43.4]",0.0,True,['55bd2443-6bd6-4ced-9f61-bd5c18dcd54a'],3942228,,Aerial Lost,779,3565,30111,,
78d51e88-ed29-4d94-943c-d22625310221,2530,2,00:35:05.013,80,5,Duel,141,Ecuador,Regular Play,Ecuador,Kevin José Rodríguez Cortez,Center Forward,"[71.9, 56.9]",0.0,True,['4bf3f957-05c2-433c-b708-eb42ba56769c'],3942228,,Aerial Lost,3565,3565,348757,,
ad97a713-314f-481a-b4c5-a4858b6ce246,2605,2,00:38:56.118,83,56,Duel,148,Argentina,Regular Play,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[20.5, 4.3]",0.0,True,['52bb5312-1660-44c1-86a2-f3e76e724c70'],3942228,Lost Out,Tackle,779,3565,38004,,
5bce40e5-fa51-4b51-87c8-b0d020b277c8,2669,2,00:41:48.461,86,48,Duel,156,Ecuador,From Goal Kick,Ecuador,Kevin José Rodríguez Cortez,Center Forward,"[100.2, 37.1]",0.0,True,['5a8efbff-0324-4041-ad81-986d4caa8efe'],3942228,,Aerial Lost,3565,3565,348757,,
fcc8f310-75ea-4f10-b776-6cc7a6b3f6ec,2703,2,00:42:58.920,87,58,Duel,159,Ecuador,Regular Play,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[22.8, 54.9]",0.0,True,['ccaa9635-6985-471f-9d1c-6a72347b4318'],3942228,Success In Play,Tackle,3565,3565,37737,True,
3cbc787d-53d1-4b95-b768-df730cd44c1b,2711,2,00:43:04.624,88,4,Duel,159,Ecuador,Regular Play,Argentina,Alexis Mac Allister,Left Defensive Midfield,"[66.8, 4.0]",0.0,True,['7de86bae-00cb-4bb9-ae87-12d98ff2a4fd'],3942228,Lost Out,Tackle,3565,779,27886,,
854e48ae-8b92-4c42-8923-74df485d1ad8,2811,2,00:51:56.011,96,56,Duel,169,Argentina,From Goal Kick,Argentina,Julián Álvarez,Left Center Forward,"[85.8, 37.2]",0.0,True,['fa35b594-39e1-420d-bf11-c65bb22eabd9'],3942228,,Aerial Lost,779,779,29560,,
7d9d0582-eb47-47a8-ad56-509a10b2ed53,29,1,00:01:10.234,1,10,Duel,4,Canada,From Throw In,Canada,Derek Cornelius,Left Center Back,"[111.0, 49.7]",0.0,True,['a0a3502b-da13-47be-b565-6fb5a83ef910'],3939985,,Aerial Lost,1833,1833,23760,,
3f483653-1779-4a44-9c17-1b2dd5361a6e,78,1,00:04:36.107,4,36,Duel,9,Canada,From Corner,Canada,Alistair Johnston,Right Back,"[106.8, 45.3]",0.0,True,['24f949a0-c22f-4be1-9a33-41bec2552c11'],3939985,,Aerial Lost,1833,1833,44703,,
b3ba6f9a-2858-48c4-99f1-0c2e3f393bf7,80,1,00:04:38.836,4,38,Duel,9,Canada,From Corner,Chile,Víctor Alejandro Dávila Zavala,Center Attacking Midfield,"[28.9, 26.5]",0.0,True,['c886b66b-ed3e-4f09-803e-7112d5b45eef'],3939985,,Aerial Lost,1833,3562,30944,,
0848066c-b5ed-4aeb-b858-a80fae8ed1f4,208,1,00:08:25.969,8,25,Duel,15,Canada,Regular Play,Chile,Igor Lichnovsky Osorio,Right Center Back,"[29.0, 42.2]",0.0,True,['582e93af-4bbd-46a8-af53-bc24b3105aad'],3939985,Lost In Play,Tackle,1833,3562,26256,True,
faf7778f-a5bd-4590-b49b-36c6a865b73f,215,1,00:08:31.625,8,31,Duel,15,Canada,Regular Play,Chile,Gabriel Alonso Suazo Urbina,Left Back,"[7.1, 23.5]",0.0,True,['a880c89a-601d-4277-9084-b3dd7a1d9ae1'],3939985,Lost Out,Tackle,1833,3562,36212,,
d275fd15-92d9-4ca4-bf49-5bfe86df6418,218,1,00:09:08.934,9,8,Duel,16,Canada,From Corner,Canada,Alphonso Davies,Left Back,"[105.7, 34.2]",0.0,True,['22c97d91-bff2-4638-9593-8c327974c40e'],3939985,,Aerial Lost,1833,1833,12365,,
6d6a96db-4b62-43e5-8ab3-93007f3bade3,229,1,00:09:16.360,9,16,Duel,16,Canada,From Corner,Chile,Igor Lichnovsky Osorio,Right Center Back,"[8.4, 32.0]",0.0,True,['a46cadbf-9c78-4fd4-b95f-0037afb77ad0'],3939985,,Aerial Lost,1833,3562,26256,,
9f84c65d-edec-4e18-961b-bd37abac708a,304,1,00:10:45.343,10,45,Duel,19,Chile,From Throw In,Canada,Jonathan Osorio,Right Defensive Midfield,"[52.0, 21.6]",0.0,True,['8b4e6e23-8a3a-43b1-83d0-e1f770f7bcaa'],3939985,Lost In Play,Tackle,3562,1833,12770,,
05a9bb0a-6e9f-4553-9830-c433f434c8ba,373,1,00:12:34.330,12,34,Duel,23,Canada,Regular Play,Canada,Richie Laryea,Right Wing,"[38.2, 40.0]",0.0,True,['4294a465-ebb2-417d-b1d8-7200d14b03f7'],3939985,Success In Play,Tackle,1833,1833,16120,True,
c46b5702-9ebb-4665-9cdc-8deff79ee777,473,1,00:14:59.079,14,59,Duel,26,Chile,From Throw In,Chile,Darío Esteban Osorio Osorio,Right Wing,"[92.2, 73.6]",0.0,True,['5efccce2-c9ec-42e6-a160-ef2673ebd8d9'],3939985,Won,Tackle,3562,3562,204925,True,
556fe501-acd6-4ab0-afe8-a7ec6215835f,550,1,00:17:48.983,17,48,Duel,31,Canada,From Corner,Canada,Moise Bombito,Right Center Back,"[106.2, 28.2]",0.0,True,['f8369003-5af5-4e64-b26a-490d1f6cea21'],3939985,,Aerial Lost,1833,1833,383250,,
6f6d1036-57a7-4a08-a0a8-973c03b0285f,613,1,00:20:43.154,20,43,Duel,33,Canada,From Goal Kick,Canada,Cyle Larin,Center Forward,"[66.9, 22.6]",0.0,True,['5f9caea2-0c6c-4731-9ebd-d31e5673416f'],3939985,,Aerial Lost,1833,1833,16459,,
cdb71aab-ae85-4973-9abc-42e5550c7058,653,1,00:21:41.121,21,41,Duel,38,Chile,Regular Play,Chile,Mauricio Aníbal Isla Isla,Right Back,"[33.3, 70.4]",0.0,True,['e38faf1c-4f85-41da-b59e-9be9ba28eb8a'],3939985,Won,Tackle,3562,3562,18874,True,
513254aa-902c-4eb8-a494-d946e5f063f2,681,1,00:22:24.493,22,24,Duel,38,Chile,Regular Play,Canada,Alistair Johnston,Right Back,"[33.0, 60.5]",0.0,True,['7df2d0e7-ed89-4183-8346-a4cce0319708'],3939985,,Aerial Lost,3562,1833,44703,,
bf9e582b-3124-4052-9d81-0d348974ed39,696,1,00:23:04.362,23,4,Duel,39,Canada,From Free Kick,Chile,Darío Esteban Osorio Osorio,Right Wing,"[48.5, 77.3]",0.0,True,['e4c84361-2280-41b8-9efd-556451cd3262'],3939985,Lost In Play,Tackle,1833,3562,204925,,
0730bb67-fdda-4870-a0a8-cd4da99bc95c,746,1,00:24:11.858,24,11,Duel,41,Chile,From Throw In,Chile,Víctor Alejandro Dávila Zavala,Center Attacking Midfield,"[35.5, 28.3]",0.0,True,['3aa1ddab-589e-4d2b-931d-cc12b19ce3ea'],3939985,Success In Play,Tackle,3562,3562,30944,True,
