id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,interception_outcome,possession_team_id,team_id,player_id,counterpress,under_pressure
4db3a80b-fab0-4826-8736-c55c3202e9ad,1160,1,00:44:03.640,44,3,Interception,79,Brazil,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[62.6, 76.3]",0.0,['2482b962-5e12-4327-8889-a39930bda3a7'],3942415,Lost Out,781,783,5247,True,
d0488c50-50ca-4373-af7a-1203487666c3,1240,1,00:45:29.112,45,29,Interception,82,Uruguay,Regular Play,Brazil,Bruno Guimarães Rodriguez Moura,Right Defensive Midfield,"[32.1, 26.1]",0.0,['f640a50d-911d-4ad7-994f-151cc8b532ac'],3942415,Success In Play,783,781,25142,,
7faef020-1490-4aea-960e-0874abc4482a,1414,2,00:02:55.805,47,55,Interception,93,Brazil,Regular Play,Brazil,Éder Gabriel Militão,Right Center Back,"[23.0, 72.2]",0.0,['1d28aa5c-411e-4986-bdeb-58e910503f7a'],3942415,Won,781,781,13620,True,
d1318c1f-908f-467e-9750-6e45aae06c7b,1506,2,00:04:43.149,49,43,Interception,97,Uruguay,Regular Play,Brazil,Marcos Aoás Corrêa,Left Center Back,"[16.8, 20.7]",0.0,"['9081ad66-a536-4e06-83a0-fefb42664abb', 'd5042c84-57f3-4a7d-9221-04f7bb2bd15b']",3942415,Won,783,781,4372,,True
cd39c587-b048-4150-af10-d629ffb9bea5,1747,2,00:12:12.293,57,12,Interception,113,Brazil,From Goal Kick,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[38.9, 72.8]",0.0,['a45bb388-3496-41b7-ad62-404403343b6e'],3942415,Lost Out,781,783,5247,,
8f8e40d3-b1c9-4f3f-889f-59a86eb95c03,1814,2,00:14:17.785,59,17,Interception,119,Brazil,From Counter,Brazil,Rodrygo Silva de Goes,Left Wing,"[47.4, 8.9]",0.0,['c0b1dc2e-c8fb-4c7e-90ea-83a3513ddba4'],3942415,Won,781,781,25104,True,
b198504e-aaba-46bc-8d24-afc7d9215b48,1866,2,00:15:55.485,60,55,Interception,123,Brazil,Regular Play,Brazil,João Victor Gomes da Silva,Left Defensive Midfield,"[50.4, 6.3]",0.0,['ad1dbdd5-65ee-4766-beeb-8fe2c845c167'],3942415,Won,781,781,48720,,
75fc9634-5415-4b30-9f50-69a9b5ba3c49,1897,2,00:16:40.225,61,40,Interception,124,Brazil,From Throw In,Brazil,Marcos Aoás Corrêa,Left Center Back,"[15.1, 14.4]",0.0,['d6db3668-0c54-4b4a-b436-efa44aa35422'],3942415,Lost In Play,781,781,4372,True,
16715f68-e591-4cf2-bdfb-ddf69e4324ab,2013,2,00:19:57.615,64,57,Interception,130,Uruguay,From Throw In,Brazil,Guilherme Antonio Arana Lopes,Left Back,"[26.9, 19.9]",0.0,['1b2a0466-dc01-4d26-835c-35b374867984'],3942415,Won,783,781,6919,,
f58a4816-ac01-495b-b4aa-f0609b2e8890,2175,2,00:23:01.539,68,1,Interception,134,Uruguay,Regular Play,Brazil,João Victor Gomes da Silva,Left Defensive Midfield,"[27.0, 36.0]",0.0,['d33f26db-a66b-4006-bf44-117d35ed9679'],3942415,Lost In Play,783,781,48720,,
845cdd43-7cf3-4a73-a674-0d6e4de28f33,2209,2,00:25:28.363,70,28,Interception,137,Brazil,From Free Kick,Uruguay,José María Giménez de Vargas,Right Center Back,"[37.9, 64.5]",0.0,['217779f9-0060-4866-b173-4429ac04e391'],3942415,Lost In Play,781,783,5259,,
36ddfd37-e4ce-45ba-a680-3560ff370760,2460,2,00:35:22.804,80,22,Interception,141,Brazil,From Throw In,Uruguay,Manuel Ugarte Ribeiro,Center Back,"[21.8, 26.6]",0.0,['4c3a46a1-0639-4088-ae3d-bf9630505079'],3942415,Success In Play,781,783,36659,,
e33619a6-4840-4dc0-a46c-1cd843639e77,2480,2,00:37:59.495,82,59,Interception,142,Uruguay,From Goal Kick,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[66.3, 16.6]",0.0,['19becab5-896d-4f52-935c-7f1857ca4939'],3942415,Lost In Play,783,783,5260,,
cfa28443-312e-4aa4-93a5-f024921059ce,56,1,00:00:45.287,0,45,Interception,2,Argentina,From Kick Off,Argentina,Alejandro Garnacho Ferreyra,Left Wing,"[69.6, 20.5]",0.0,['4ec384f4-d797-4e73-9b56-adcef87afc97'],3939986,Won,779,779,52129,True,
8b6da783-9c90-4a74-bdf4-892039bbd348,462,1,00:15:00.687,15,0,Interception,27,Argentina,From Free Kick,Argentina,Gonzalo Ariel Montiel,Right Back,"[75.9, 60.9]",0.0,['c49eeede-96fb-4e85-a772-e604bd2680cf'],3939986,Success In Play,779,779,28263,,
2f659921-b27e-41a3-8c28-e78b70eb474c,743,1,00:21:26.382,21,26,Interception,37,Argentina,From Goal Kick,Peru,Oliver Sonne,Right Wing Back,"[28.0, 69.4]",0.0,['2c176ac2-7a95-4fba-85c8-48246d4ae397'],3939986,Lost In Play,779,784,130731,,
d5b3903a-4b6e-46e1-a97c-a3ab105fe890,946,1,00:27:13.072,27,13,Interception,43,Argentina,From Throw In,Peru,Oliver Sonne,Right Wing Back,"[39.5, 65.7]",0.0,['5fc13196-9ae5-44dd-b53f-f95104c40457'],3939986,Lost Out,779,784,130731,,
3045f20a-d7e4-41a0-922c-b1d78f87423a,1028,1,00:29:29.196,29,29,Interception,48,Peru,Regular Play,Peru,Sergio Fernando Peña Flores,Right Center Midfield,"[54.4, 51.1]",0.0,['c3b577ec-fcbf-4e57-9fe3-ae563510e368'],3939986,Won,784,784,10836,True,
8460a177-3c45-49fa-a30d-d9055cc40e66,1062,1,00:30:51.297,30,51,Interception,50,Peru,From Throw In,Peru,Sergio Fernando Peña Flores,Right Center Midfield,"[93.7, 63.8]",0.0,['bfb8a375-3c26-4c00-a6e4-cc046e1642e8'],3939986,Won,784,784,10836,,
76e1f77f-d619-4e02-935a-155aedbef9fe,1218,1,00:34:41.292,34,41,Interception,55,Argentina,From Throw In,Peru,Oliver Sonne,Right Wing Back,"[40.2, 61.5]",0.0,['2159971e-3aaa-4c9a-8cb9-d8b47d94b440'],3939986,Won,779,784,130731,,
0ac48cfa-3d9a-4994-8e18-b779cbea3d62,1359,1,00:39:29.600,39,29,Interception,64,Peru,From Throw In,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[8.2, 14.8]",0.0,['878210c4-c9aa-4f66-acea-32b5c8917fda'],3939986,Lost In Play,784,779,5507,,
30c52245-6c9f-4b49-b764-3b87c80b787b,1454,1,00:42:04.545,42,4,Interception,69,Peru,From Throw In,Argentina,Exequiel Alejandro Palacios,Right Center Midfield,"[47.1, 77.8]",0.0,['b6d26874-1bf0-4ba6-8987-374fe28357dc'],3939986,Success In Play,784,779,28268,,
5ca7c6f3-58f3-4731-afc6-e03064f23d26,1861,2,00:11:07.239,56,7,Interception,94,Peru,From Free Kick,Peru,Carlos Augusto Zambrano Ochandarte,Center Back,"[62.7, 68.3]",0.0,['42d40247-48d7-4ce0-9955-5a0048712eea'],3939986,Won,784,784,36359,True,
04701814-1c24-48ce-8bb9-e560dd651860,2099,2,00:16:44.725,61,44,Interception,103,Argentina,From Throw In,Peru,Jesús Abdallah Castillo Molina,Center Defensive Midfield,"[23.9, 21.2]",0.0,['277975ca-a0ba-4bd2-a22b-5fc76e0d6e4f'],3939986,Won,779,784,35205,,
07180f8f-7607-4f07-af31-876bb9184b72,2451,2,00:29:29.851,74,29,Interception,117,Peru,From Goal Kick,Argentina,Germán Alejandro Pezzella,Right Center Back,"[16.0, 54.0]",0.0,['e8dfde68-f3fa-4bb4-abd1-be5abd16b969'],3939986,Lost In Play,784,779,7161,,
67c2f6d1-1c7d-4afb-b1fe-b885b4d7482c,2920,2,00:40:05.352,85,5,Interception,131,Argentina,From Free Kick,Peru,Jesús Abdallah Castillo Molina,Left Defensive Midfield,"[10.6, 28.7]",0.0,['160a035c-2ca8-4cda-a678-ef54f9dc911c'],3939986,Won,779,784,35205,,
5c245d0f-f133-4173-94f2-b0507348e389,3004,2,00:44:34.840,89,34,Interception,136,Argentina,From Goal Kick,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[69.6, 6.4]",0.0,,3939986,Won,779,779,5507,True,
b2e668c1-da73-42ac-9974-b88f57217211,3036,2,00:45:24.078,90,24,Interception,137,Argentina,From Goal Kick,Argentina,Nicolás Iván González,Left Wing,"[73.3, 5.2]",0.0,['d46a3d08-0bad-4ebf-b4d8-42bcc43982a2'],3939986,Lost Out,779,779,20687,True,
b32ee304-c45f-4f04-9770-5c3733bc55c4,3091,2,00:46:13.156,91,13,Interception,140,Peru,Regular Play,Peru,Jesús Abdallah Castillo Molina,Left Defensive Midfield,"[63.2, 24.0]",0.0,['67b20b44-988a-4801-aad9-657baeda4335'],3939986,Won,784,784,35205,True,
7e2b0f97-6594-40a6-9e36-87f3d581f19c,314,1,00:08:04.033,8,4,Interception,14,Uruguay,Regular Play,Panama,José Luis Rodríguez Francis,Right Wing,"[93.0, 66.1]",0.0,['d0c9ca8e-f722-4e8a-ad13-e954e750eda6'],3939973,Lost In Play,783,798,5628,,
42f6e371-4199-4d8d-a6a0-3e2e28ff61f7,486,1,00:13:41.919,13,41,Interception,25,Panama,From Goal Kick,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[38.9, 34.9]",0.0,['4b70e804-be26-4642-8b39-3f80c6ece5e5'],3939973,Success In Play,798,783,34476,,
257f637a-9eb3-43e4-a3b5-c341b3998510,552,1,00:16:29.031,16,29,Interception,29,Panama,From Kick Off,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[18.1, 45.0]",0.0,['90b61f27-67eb-4ada-8344-a4de2d4136ec'],3939973,Lost In Play,798,783,5247,,
91fcd34f-ca1b-429a-9307-ed63c5423ec5,662,1,00:19:21.664,19,21,Interception,37,Panama,From Throw In,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[81.2, 68.2]",0.0,['b69d56d0-4de9-46c6-bf45-fa8cee5fda05'],3939973,Lost In Play,798,783,5247,,
cd44baf6-e1ee-47ee-aa12-dbf717bcc39d,739,1,00:21:50.557,21,50,Interception,43,Uruguay,From Throw In,Panama,José Ángel Córdoba Chambers,Center Back,"[25.0, 74.8]",0.0,['f3794700-4b01-4c0c-8c55-afa21a344393'],3939973,Lost Out,783,798,223971,,
c42fc45a-65af-404a-aeac-c1d420eadc35,1125,1,00:31:20.341,31,20,Interception,67,Panama,Regular Play,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[20.8, 34.1]",0.0,['b1041a9f-cfe5-41ec-aef7-9a7e482ab7c2'],3939973,Won,798,798,5641,True,
d66fef52-76be-4ae7-b411-f538d82c4d08,1151,1,00:32:15.482,32,15,Interception,68,Panama,From Free Kick,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[27.3, 54.2]",0.0,['a02878ad-5a66-482e-8dbd-b1afa277b114'],3939973,Won,798,783,36288,,
b85d76b1-58e6-4fc8-92a5-df4fdb2c0a78,1688,2,00:01:07.407,46,7,Interception,94,Panama,From Goal Kick,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[44.6, 42.3]",0.0,['97b4dac8-ec03-49f3-8600-9ea5bd0366a8'],3939973,Success In Play,798,798,260212,True,
efb20da1-9ef8-480a-94f9-0bc476696d06,2093,2,00:15:14.471,60,14,Interception,118,Uruguay,From Goal Kick,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[84.1, 68.4]",0.0,['200f44ed-f533-4990-9158-8ebafcfdbe0c'],3939973,Lost Out,783,798,260212,,
9ad218c7-f813-4370-8c40-29df221a73e3,2107,2,00:15:43.913,60,43,Interception,120,Panama,Regular Play,Uruguay,Manuel Ugarte Ribeiro,Left Defensive Midfield,"[50.8, 31.2]",0.0,['3396ef54-8399-4d07-9606-07b66895423f'],3939973,Won,798,783,36659,,
c93856e3-b3c8-45a7-91be-16ee709aa2bb,2175,2,00:17:23.645,62,23,Interception,123,Panama,From Throw In,Panama,José Ángel Córdoba Chambers,Center Back,"[65.9, 40.7]",0.0,,3939973,Lost In Play,798,798,223971,True,
3ea4aebe-5eac-47d6-9d47-a63db2e93914,2299,2,00:20:17.468,65,17,Interception,128,Uruguay,From Free Kick,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[24.5, 59.4]",0.0,['969750bd-08a8-49c0-875b-442a421e896c'],3939973,Lost In Play,783,798,260212,,
c968615e-b06c-469e-b7b0-0e0b5ef9798d,2485,2,00:28:21.197,73,21,Interception,141,Uruguay,From Corner,Uruguay,José María Giménez de Vargas,Right Center Back,"[72.9, 9.9]",0.0,['c8199a01-177c-44a0-bf54-874ca9558a8e'],3939973,Success In Play,783,783,5259,True,
e545e96c-d9c2-4d76-9969-2743d178b108,2816,2,00:39:36.100,84,36,Interception,153,Uruguay,From Throw In,Uruguay,Manuel Ugarte Ribeiro,Right Defensive Midfield,"[52.6, 40.2]",0.0,['691ad8e4-099a-402b-a3b9-48e21c572e0d'],3939973,Won,783,783,36659,True,
9cacafa4-f7a9-4e0d-8cfd-a1826de9423d,2845,2,00:42:10.391,87,10,Interception,154,Panama,From Kick Off,Uruguay,José María Giménez de Vargas,Right Center Back,"[28.1, 23.3]",0.0,"['8c51caeb-f8ff-4327-95cc-cf3402a76cbd', '9bb1db51-2461-4a29-9e4a-f78631e81d1a']",3939973,Lost Out,798,783,5259,,True
13508047-cdd3-408f-9dd7-a7959e8940e9,61,1,00:01:09.537,1,9,Interception,5,Canada,Regular Play,Venezuela,Yangel Clemente Herrera Ravelo,Left Center Midfield,"[71.8, 57.7]",0.0,['6bedb427-9721-4632-b4bf-61c8af205a29'],3942229,Lost In Play,1833,3563,16249,True,
e1814199-8ac0-4e6c-b3ef-f2c15235ae7e,137,1,00:03:15.310,3,15,Interception,8,Canada,From Free Kick,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[24.9, 69.5]",0.0,['b8e3a390-b4e5-4318-b302-4a58ab3da378'],3942229,Lost In Play,1833,3563,113450,,
a6321d36-95f4-4419-a6d7-eda23ce6a070,214,1,00:04:50.033,4,50,Interception,12,Canada,Regular Play,Venezuela,Nahuel Adolfo Ferraresi Hernández,Right Center Back,"[32.8, 76.1]",0.0,['a936f474-fdb0-4602-81e9-ab064845b34a'],3942229,Lost In Play,1833,3563,49587,,
ef047fa2-84d3-4e0b-a4ad-3b271c666ca8,544,1,00:15:10.750,15,10,Interception,35,Canada,From Free Kick,Venezuela,Yangel Clemente Herrera Ravelo,Left Center Midfield,"[47.2, 11.3]",0.0,['dc21ef1d-5548-45be-aedf-48bd9abeb83a'],3942229,Won,1833,3563,16249,,
74fd7601-cd42-4691-879b-377d13d9fd52,551,1,00:15:18.164,15,18,Interception,35,Canada,From Free Kick,Canada,Moise Bombito,Right Center Back,"[11.5, 64.9]",0.0,"['068160ca-8dcd-4304-920e-0fb1f3cb63a8', '1e28cf65-2ec8-4ed2-92c2-9924b7b3fd58']",3942229,Won,1833,1833,383250,True,True
7067e2e9-1fbf-46cc-b812-6fb29e35442e,617,1,00:17:04.388,17,4,Interception,41,Venezuela,From Counter,Venezuela,Cristian Sleiker Cásseres Yepes,Center Defensive Midfield,"[63.9, 47.8]",0.0,['ac51c9fb-09bd-413d-b8ec-58bf2f259c4d'],3942229,Won,3563,3563,13493,True,
525b4629-b0bd-4525-b839-05240e3207c4,643,1,00:18:01.642,18,1,Interception,42,Canada,From Goal Kick,Venezuela,Nahuel Adolfo Ferraresi Hernández,Right Center Back,"[32.5, 65.4]",0.0,"['55134fb3-2c5b-4b75-b62e-90a12f371041', 'ceb427fa-9de5-49b9-94ca-7f5ba6f4aec0']",3942229,Won,1833,3563,49587,,True
b7f0293c-3c37-4287-bf0c-0f052a13941a,800,1,00:21:34.480,21,34,Interception,52,Canada,Regular Play,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[50.7, 13.0]",0.0,['9fd62356-7a19-492a-863f-3b69853f0ae5'],3942229,Won,1833,1833,11187,True,
1ed69703-a3c6-44be-8826-b67473546377,1290,1,00:37:55.202,37,55,Interception,79,Venezuela,Regular Play,Canada,Jacob Shaffelburg,Left Wing,"[44.6, 25.0]",0.0,['dea24f92-664d-4240-8d73-e3daf517f3e1'],3942229,Success In Play,3563,1833,26152,,
ce3d7ff5-7bfe-4af9-a35f-5153824c6f5b,1818,2,00:06:13.333,51,13,Interception,111,Canada,From Throw In,Venezuela,Miguel Ángel Navarro Zárate,Left Back,"[67.2, 4.0]",0.0,['ecef30cd-49f1-4e46-923b-9274c468e6b2'],3942229,Lost Out,1833,3563,36520,,
677bd32f-cab1-4fda-8470-0369d360b32c,1868,2,00:07:37.990,52,37,Interception,114,Canada,From Throw In,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[77.4, 65.4]",0.0,['f33df707-1bd6-4537-b806-b8a07ffca631'],3942229,Lost In Play,1833,3563,113450,,
228492a1-0682-451a-901c-c3fe45a50a6e,2017,2,00:11:33.967,56,33,Interception,124,Venezuela,Regular Play,Venezuela,Nahuel Adolfo Ferraresi Hernández,Right Center Back,"[20.4, 42.6]",0.0,['03541699-e71a-40cb-a09d-5c7e69db2518'],3942229,Success In Play,3563,3563,49587,,
77b9b9a5-be17-4c0b-b9e7-f17350a3efb9,2100,2,00:13:49.563,58,49,Interception,130,Venezuela,From Goal Kick,Canada,Alphonso Davies,Left Back,"[64.1, 13.4]",0.0,['dc132b4d-69be-47ed-8344-45aa1e69c67a'],3942229,Success In Play,3563,1833,12365,,
d8fd82af-3135-44b9-b41b-8cc02cafc96f,2192,2,00:15:48.063,60,48,Interception,134,Venezuela,From Throw In,Canada,Richie Laryea,Right Wing,"[46.8, 18.3]",0.0,['395d775e-8c37-47df-925c-bc1a84266b3a'],3942229,Won,3563,1833,16120,,
69748935-1909-4651-b51f-eeccc24a53db,2253,2,00:17:40.733,62,40,Interception,136,Venezuela,From Throw In,Canada,Alistair Johnston,Right Back,"[22.4, 70.1]",0.0,['6b398d07-8e79-4478-82d9-12f48353f8ef'],3942229,Success In Play,3563,1833,44703,,
75affd34-8b9d-4e6b-918e-814ce93aaa79,2370,2,00:22:46.659,67,46,Interception,147,Venezuela,Regular Play,Canada,Moise Bombito,Right Center Back,"[17.8, 41.7]",0.0,['1aa5e0ae-f254-4492-a4bd-ad25e34c55c0'],3942229,Lost Out,3563,1833,383250,,
3f5ebdbb-1547-4c93-b2df-69ac8b552bc1,2694,2,00:34:29.661,79,29,Interception,168,Canada,Regular Play,Venezuela,Yordan Hernando Osorio Paredes,Left Center Back,"[22.0, 17.6]",0.0,['b6478476-0039-4753-8670-0280034007b2'],3942229,Lost Out,1833,3563,10337,,
cb4d8921-de37-406b-a12c-80a80e578b7e,2962,2,00:44:29.936,89,29,Interception,188,Canada,From Free Kick,Venezuela,Jon Mikel Aramburu Mejías,Right Back,"[37.9, 64.3]",0.0,['3a066a92-8013-45f5-9ea1-1ad7a8f18dec'],3942229,Success In Play,1833,3563,113450,,
6f1ca9d7-22cc-4416-a12b-a847b7f28916,78,1,00:01:27.599,1,27,Interception,3,Argentina,From Free Kick,Ecuador,Ray Kendry Páez Andrade,Right Wing,"[39.6, 69.3]",0.0,['ff10f3dd-231f-4f5f-8d56-e5c7c90f7e33'],3942228,Won,779,3565,384888,,
ead91bc9-fadf-41bf-babf-98ff578972e8,236,1,00:04:47.072,4,47,Interception,7,Ecuador,From Throw In,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[32.8, 5.7]",0.0,['1c74e27a-e8cb-4e39-872a-a9c14ec4c8fe'],3942228,Lost Out,3565,779,5507,,
2eff6a0f-a4d5-498b-a3fe-435cabccbc6d,239,1,00:05:08.846,5,8,Interception,8,Ecuador,From Throw In,Argentina,Lisandro Martínez,Left Center Back,"[15.4, 18.3]",0.0,['1c7a5300-8591-4d6e-95f9-c0aeddac8afd'],3942228,Success In Play,3565,779,27768,,
9d81c524-dd0b-44ca-bff0-e38460bcee9d,428,1,00:10:11.169,10,11,Interception,22,Ecuador,Regular Play,Argentina,Lautaro Javier Martínez,Left Center Forward,"[75.2, 46.0]",0.0,['0c7dd6ad-506a-4caf-be35-18b89d5e2652'],3942228,Success In Play,3565,779,11456,True,
14b10e56-ab18-4b14-ae0e-6d04344b69fa,431,1,00:10:15.299,10,15,Interception,22,Ecuador,Regular Play,Ecuador,Jeremy Leonel Sarmiento Morante,Left Wing,"[71.9, 14.3]",0.0,['e94ea5cd-f2df-40b2-bd7b-b33cb64a7278'],3942228,Won,3565,3565,40211,,
95942769-8b9c-43c3-ab97-ef89eee947b3,682,1,00:17:30.922,17,30,Interception,36,Ecuador,From Free Kick,Argentina,Enzo Fernandez,Left Defensive Midfield,"[70.0, 13.5]",0.0,['49a7a056-6e5e-4853-809d-7fc54e34b1f6'],3942228,Won,3565,779,38718,,
e800dd6c-e57d-477e-9c66-2d2c37eaa97d,1076,1,00:26:45.135,26,45,Interception,47,Argentina,From Throw In,Argentina,Alexis Mac Allister,Right Defensive Midfield,"[74.4, 60.3]",0.0,['165cd71b-f279-4e02-83e0-bf61d0beea33'],3942228,Won,779,779,27886,True,
4f921022-7d3a-4d69-acbe-a3ce7aa5e80f,1189,1,00:30:50.421,30,50,Interception,57,Ecuador,Regular Play,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[40.1, 11.2]",0.0,['994f3c26-a5ff-4ac3-894a-b7d5cf389ee8'],3942228,Won,3565,3565,38004,True,
bee1bc89-fbd3-43e6-a79b-4174ebfafcda,1287,1,00:32:29.746,32,29,Interception,60,Ecuador,From Goal Kick,Argentina,Lisandro Martínez,Left Center Back,"[53.3, 65.0]",0.0,['a21946e3-8234-4eaa-847f-97473eeca78c'],3942228,Success In Play,3565,779,27768,,
676f907b-4667-4b37-ad08-dce6ee1b29db,1659,2,00:00:43.003,45,43,Interception,91,Ecuador,Regular Play,Ecuador,Ray Kendry Páez Andrade,Right Wing,"[49.0, 48.9]",0.0,['dd209e6d-96a0-4ee3-bc85-fda962e69d84'],3942228,Won,3565,3565,384888,True,
1ce66fbc-9551-4d28-ac5d-ea79175c5e30,2089,2,00:21:31.036,66,31,Interception,120,Argentina,From Throw In,Ecuador,Willian Joel Pacho Tenorio,Left Center Back,"[26.5, 15.8]",0.0,['f2e78a12-ad53-4554-b861-140ec9a3e3b4'],3942228,Lost In Play,779,3565,41593,,
7953a732-fe9d-480b-be63-0c7aad90c5dc,2611,2,00:39:28.146,84,28,Interception,149,Argentina,From Throw In,Ecuador,Alan Steven Franco Palma,Left Defensive Midfield,"[20.3, 5.9]",0.0,['dc493603-6dd7-4eaa-b39a-3eef37e37f10'],3942228,Success Out,779,3565,37945,,
128ad44b-962e-42d0-9fe5-ea483f19566f,2644,2,00:40:27.246,85,27,Interception,152,Ecuador,Regular Play,Argentina,Nahuel Molina Lucero,Right Back,"[73.5, 63.8]",0.0,['37d729fc-b711-4ae0-a497-3e8c964640bc'],3942228,Lost In Play,3565,779,29201,True,
37c91980-b36d-4264-8a2e-fd669c5ab7ca,2691,2,00:42:00.998,87,0,Interception,157,Argentina,Regular Play,Ecuador,Moisés Isaac Caicedo Corozo,Left Defensive Midfield,"[73.1, 14.9]",0.0,['f92af5b6-3a90-40bb-b21b-91c6bb14f814'],3942228,Lost In Play,779,3565,37726,,
c708bd1a-f465-47a6-a024-1739724c04a3,27,1,00:00:46.250,0,46,Interception,3,Canada,From Throw In,Chile,Rodrigo Eduardo Echeverría Sáez,Left Defensive Midfield,"[6.2, 10.0]",0.0,['38d3c7a2-314d-4242-861c-357904939b7c'],3939985,Lost Out,1833,3562,35738,,
a2f88650-5135-42cd-8b95-a89e3364bcbf,122,1,00:05:51.976,5,51,Interception,12,Chile,From Free Kick,Canada,Alphonso Davies,Left Back,"[38.7, 2.7]",0.0,['fcbb0c02-9b0f-4912-8226-549c6337a5d8'],3939985,Lost Out,3562,1833,12365,,
f50070ea-e267-44e9-9b5a-37c20d9d3bcb,401,1,00:13:35.511,13,35,Interception,25,Chile,From Goal Kick,Canada,Alistair Johnston,Right Back,"[64.0, 71.5]",0.0,['eb0536e5-7d3e-46ff-8a81-85be2c420c6a'],3939985,Lost Out,3562,1833,44703,,
c3e92057-c70b-4d12-8965-1f7bf73763a0,429,1,00:14:09.933,14,9,Interception,26,Chile,From Throw In,Canada,Moise Bombito,Right Center Back,"[33.0, 22.2]",0.0,['670e96ad-ce10-451e-92a8-eb0da7303685'],3939985,Success In Play,3562,1833,383250,,
bd3da9b8-58d5-44dc-916d-b48ca1e64a90,579,1,00:19:47.727,19,47,Interception,32,Chile,From Throw In,Chile,Eduardo Jesús Vargas Rojas,Center Forward,"[66.2, 15.4]",0.0,"['472c9d83-4ad1-4249-9223-bf275623a565', 'b8ba88c2-90d4-4b8d-ac4b-b4fe462c9871']",3939985,Won,3562,3562,27317,,True
3da35a54-6079-4f91-9035-c3ec218fc29d,642,1,00:21:33.394,21,33,Interception,36,Chile,Regular Play,Canada,Derek Cornelius,Left Center Back,"[25.8, 35.5]",0.0,['f8113c97-32b7-4e60-a598-2cfe7f7ada4d'],3939985,Success In Play,3562,1833,23760,True,
04b376c7-384e-48cf-8127-673ee280d9f7,725,1,00:23:47.728,23,47,Interception,40,Chile,From Goal Kick,Canada,Derek Cornelius,Left Center Back,"[50.2, 4.9]",0.0,['c34c6bc1-1dbd-4af4-9cdb-c21afda3fe05'],3939985,Lost Out,3562,1833,23760,,
36ddc0de-a6a5-470a-8f34-8cb9330fd931,790,1,00:25:27.233,25,27,Interception,43,Chile,Other,Canada,Alphonso Davies,Left Back,"[39.2, 10.1]",0.0,['11935745-f64f-46b0-bbfb-a0ff44a03aaa'],3939985,Success In Play,3562,1833,12365,,
5a49205a-415d-4db1-b171-f6bc909b2aa9,1454,2,00:00:20.763,45,20,Interception,77,Chile,Regular Play,Chile,Erick Antonio Pulgar Farfán,Left Defensive Midfield,"[58.2, 68.5]",0.0,['397c4c28-97d4-4d5c-8984-5db2c5d7feac'],3939985,Won,3562,3562,7175,True,
457c238e-3e57-404e-b241-165a4f8b3bb7,1479,2,00:00:57.855,45,57,Interception,79,Chile,From Throw In,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[7.5, 14.5]",0.0,['04c30424-da24-44d9-ab09-30847b3b073e'],3939985,Lost Out,3562,1833,11187,,
a04c286d-690a-4f98-833c-eca42b95afde,1531,2,00:03:55.774,48,55,Interception,86,Chile,From Throw In,Canada,Jonathan Osorio,Right Defensive Midfield,"[41.3, 71.2]",0.0,['a8dac69d-00b9-497a-a7d0-399398daa329'],3939985,Success In Play,3562,1833,12770,,
3d15d1a2-eb98-4d98-8b01-847af8eb607b,1926,2,00:15:26.423,60,26,Interception,108,Chile,Regular Play,Chile,Alexis Alejandro Sánchez Sánchez,Center Forward,"[83.9, 14.4]",0.0,,3939985,Won,3562,3562,3385,,
b30c60dc-9400-4efd-8040-b0262a22f439,2136,2,00:24:25.106,69,25,Interception,122,Canada,From Throw In,Chile,Mauricio Aníbal Isla Isla,Right Back,"[37.0, 73.1]",0.0,['77b3e0c2-5d61-4979-b212-5f77a1e10bc2'],3939985,Success In Play,1833,3562,18874,,
e3f3abe3-5f87-4953-8bbc-f2e8995c9d3a,2160,2,00:24:52.509,69,52,Interception,125,Chile,Regular Play,Canada,Derek Cornelius,Left Center Back,"[22.0, 21.8]",0.0,['aa08d2a6-adba-426a-bbf7-3944dc1507aa'],3939985,Success In Play,3562,1833,23760,,
3c3762e8-2539-4e30-a00c-706d4f0aa1c1,2431,2,00:33:17.942,78,17,Interception,139,Chile,From Throw In,Canada,Jonathan Osorio,Right Defensive Midfield,"[16.8, 4.1]",0.0,['27880115-4b26-4d90-8d15-65b200fe785d'],3939985,Success In Play,3562,1833,12770,,
